PDB,VINA,GlideSP,GlideXP,DSX,RFScore,MMGbsa,HPS,HMS,HSS,XAvg ,Experimental
1oba,-1.80954,-5.39,-7.23,-41.302,-4.75083772762,-29.59052338,-5.567650755,-5.69199035,-5.374233607,-5.553835244,-3.370984576
1bgq,-10.64434,-8.98,-7.99,-100.004,-9.1061604485,-91.97655169,-8.786664715,-9.463624732,-8.938635331,-9.062974926,-11.83989255
1v2t,-6.45492,-9.13,-10.69,-126.632,-9.24067712794,-67.53277968,-8.137335719,-8.524170014,-8.17878225,-8.275490824,-6.507105473
1tnh,-4.27165,-7.99,-6.32,-67.71,-5.55428521129,-16.34082664,-6.645260578,-6.700522621,-6.769600173,-6.700522621,-4.655827058
1ecv,-6.99845,-10.84,-16.58,-78.101,-7.25664895533,-68.13387538,-7.861025507,-9.049159415,-7.833394486,-8.247859803,-6.700522621
2cji,-9.21417,-7.13,-6.75,-161.492,-10.8527020176,-76.42386758,-9.1596835,-9.1596835,-9.518886774,-9.284023095,-11.35634968
1hyo,-5.49381,-7.07,-5.93,-51.698,-7.659357665,14.48195304,-6.893939768,-7.211696511,-6.838677726,-6.976832832,-5.622912797
1ecq,-5.35733,-4.1,-6.74,-66.843,-6.64508399671,18.22493357,-6.9353863,-7.322220596,-6.880124258,-7.045910385,-4.144653167
1tnj,-3.92523,-7.46,-5.47,-71.349,-6.21195361153,-14.2050359,-6.728153642,-6.631445068,-6.990648342,-6.783415684,-2.707840069
1sdt,-11.65237,-12.35,-11.6,-230.085,-11.123190174,-142.218163,-11.92278561,-12.39251297,-11.78463051,-12.0333097,-12.80697829
1sdu,-11.22555,-11.7,-10.25,-224.502,-10.5735704776,-140.4633846,-11.79844602,-12.65500767,-11.68792193,-12.04712521,-13.91221913
1sdv,-11.58753,-12.07,-11.54,-228.001,-11.1425447175,-137.2370483,-11.72936846,-11.97804765,-11.75699948,-11.82607704,-12.07475623
9abp,-6.61245,-6.8,-9.03,-64.308,-6.19807243316,-72.30620477,-7.225512022,-7.819578976,-7.225512022,-7.41892917,-11.05240845
1q95,-8.16982,-12.35,-16.66,-98.2,-8.38969344188,-97.82540826,-7.985365103,-8.703771652,-8.095889187,-8.261675314,-10.45834149
1hbv,-9.25326,-11.86,-9.34,-202.07,-10.1612133143,-142.1841475,-10.70702068,-12.21291133,-11.14911702,-11.35634968,-8.800480225
1ent,-8.95048,-11.08,-7.66,-193.433,-9.65201262691,-96.39880154,-10.55505007,-11.81226153,-10.96951538,-11.10767049,-9.615595348
1pyn,-7.35615,-8.59,-11.8,-150.09,-8.11157174374,-99.69043185,-9.145867989,-10.472157,-8.814295736,-9.477440243,-7.584715296
1xka,-7.56885,-11.13,-14.06,-140.862,-9.42255241389,-82.29072631,-9.587964327,-9.698488412,-9.201130032,-9.505071264,-9.505071264
2gvv,-6.23339,-5.33,-4.81,-75.235,-7.86729914806,-43.2360075,-7.93010306,-8.316937356,-8.16496674,-8.137335719,-5.388049118
1zhy,-10.96102,-10.35,-11.87,-162.727,-10.8612132295,-127.7146102,-11.54976683,-11.95041663,-10.7346517,-11.41161172,-9.007712884
1g7g,-8.05566,-10.23,-15.96,-190.184,-8.11291187994,-116.8878395,-9.65704188,-10.18203128,-8.897188799,-9.574148817,-9.118236968
1h9z,-9.31455,-7.16,-7.77,-94.076,-10.0119855528,-67.88283348,-9.17349901,-9.753750454,-8.759033694,-9.228761053,-7.488006722
1nl9,-8.57352,-8.08,-9.97,-166.279,-8.45299706576,-96.46278723,-9.836643517,-10.78991375,-9.960983112,-10.19584679,-8.234044293
1xpz,-6.03486,-5.84,-5.27,-74.659,-9.63446785476,-59.7685599,-7.750501423,-9.076790437,-7.598530807,-8.137335719,-9.781381475
1zp8,-9.36476,-7.55,-9.78,-207.675,-12.093042057,-112.8217701,-10.63794313,-11.92278561,-10.65175864,-11.06622396,-12.11620276
1g7v,-5.38128,-7.97,-9.72,-113.093,-7.81958565919,-63.08614171,-7.68142387,-7.943918571,-7.391298149,-7.66760836,-8.841926757
1w3l,-7.02393,-6.17,-12.09,-111.977,-8.01883062206,-72.42768429,-7.971549592,-8.303121845,-7.750501423,-8.012996124,-8.67614063
1mai,-4.82129,-8.66,-12.63,-87.773,-7.74575759581,-77.45958691,-7.18406549,-7.764316934,-7.128803448,-7.363667127,-9.228761053
1uv6,-3.89445,-7.59,-10.62,-76.652,-7.52056786046,-59.80446585,-6.451843431,-6.520920983,-6.18934873,-6.382765878,-7.073541406
1apv,-8.95047,-9.57,-9.86,-160.822,-10.1544102599,-105.3481948,-9.532702285,-10.83136028,-10.11295373,-10.15440026,-12.4339595
1xk9,-8.81179,-6.3,-9.48,-95.443,-7.8277050486,-71.72298392,-8.510354504,-9.062974926,-7.888656529,-8.482723483,-9.463624732
1s63,-5.76103,-4.15,-5.39,-70.052,-9.98479144936,-14.38812843,-7.128803448,-8.759033694,-7.239327532,-7.709054891,-12.50303706
2pcp,-9.38152,-7.71,-7.38,-118.153,-8.23201089939,-54.78200708,-9.035343905,-9.809012496,-9.118236968,-9.325469627,-12.01949419
2avv,-11.23941,-11.03,-9.67,-219.954,-11.4002706766,-137.2290805,-11.6464754,-12.76553176,-11.63265989,-12.01949419,-12.79316278
2avq,-8.67783,-14.87,-15.81,-270.168,-9.61601451749,-220.9323787,-11.70173744,-12.62737665,-11.52213581,-11.95041663,-6.065009135
1y3n,-9.66766,-9.8,-11.41,-110.34,-6.86445265393,-61.48705329,-8.689956141,-9.104421458,-8.593247567,-8.800480225,-7.66760836
2avs,-11.18116,-11.89,-10.54,-225.877,-10.8074164174,-145.9731487,-11.74318397,-12.15764929,-11.61884438,-11.83989255,-10.45834149
1kel,-6.8253,-8.94,-6.19,-92.599,-7.63082303787,-90.12115212,-8.772849204,-8.993897373,-8.054442655,-8.607063078,-10.05769169
4tmk,-11.19335,-16.21,-17.81,-216.925,-8.6356437835,-146.9251699,-11.54976683,-11.92278561,-11.31490315,-11.59121336,-10.63794313
1v2k,-10.98449,-7.46,-5.91,-165.231,-8.45622480703,-51.70407137,-9.822828007,-9.850459028,-9.809012496,-9.822828007,-8.551801035
2avo,-10.67041,-10.83,-9.35,-234.575,-10.8877706505,-142.6972417,-11.61884438,-12.48922154,-11.49450478,-11.86752357,-12.22672684
1y3p,-12.99142,-11.08,-19.93,-197.976,-7.72074910795,-93.23427016,-10.91425334,-11.43924274,-10.74846721,-11.03859294,-6.659076089
1nz7,-8.30074,-9.94,-15.02,-194.994,-9.66147297477,-137.8338589,-10.36163292,-10.87280681,-10.54123456,-10.5964966,-9.836643517
1o2o,-7.40705,-8.89,-10.37,-110.54,-8.61033004855,-25.62906165,-8.289306335,-8.745218183,-8.593247567,-8.537985525,-8.786664715
1qpb,-3.4784,-3.83,-2.42,-22.424,-6.90009110008,-24.51889921,-5.857776477,-6.272241793,-6.147902198,-6.092640156,-1.878909436
1xk5,-6.75194,-9.91,-9.09,-122.464,-8.05039900886,-98.02521404,-8.330752866,-8.372199398,-7.874841018,-8.192597761,-8.289306335
2gv7,-9.02937,-10.51,-11.32,-186.839,-10.2291475065,-108.4775002,-9.822828007,-12.18528031,-10.04387618,-10.67938966,-10.84517579
1g85,-4.25701,-3.53,-4.39,-60.3,-5.43418679785,-58.76934576,-7.294589575,-7.501822233,-7.101172427,-7.294589575,-7.570899786
1iiq,-10.20216,-14.87,-13.25,-237.918,-10.9421099086,-151.3517043,-11.93660112,-13.0832885,-12.01949419,-12.35106644,-10.3340019
2avm,-8.39598,-14.39,-15.97,-260.416,-9.4737133443,-211.2270728,-11.6464754,-12.21291133,-11.53595132,-11.79844602,-7.874841018
1hpx,-9.28798,-10.23,-9,-183.284,-12.9645059622,-143.6711155,-10.63794313,-11.96423214,-10.62412762,-11.08003947,-15.55626489
2c4v,-6.40765,-9.8,-10.43,-60.878,-6.51954092541,-78.63856721,-7.377482638,-7.819578976,-7.41892917,-7.543268765,-3.592032745
2aoe,-7.71751,-13.98,-12.55,-259.874,-9.44308806673,-178.3725904,-11.35634968,-12.86224033,-11.21819457,-11.81226153,-10.52741905
1fl3,-11.20416,-10.46,-11.21,-145.359,-10.0976849968,-92.88030404,-10.80372926,-10.18203128,-9.974798623,-10.32018639,-9.394547179
1v2n,-9.85236,-12.3,-13.2,-136.276,-9.32209292887,-92.02217335,-9.850459028,-10.3340019,-9.795196986,-9.988614133,-8.151151229
5tmp,-11.26816,-16.5,-16.77,-251.622,-8.28749673315,-144.1433086,-11.85370806,-12.0333097,-11.59121336,-11.82607704,-10.32018639
1i7z,-9.55847,-8.02,-7.29,-127.47,-9.46937536459,-83.80473026,-9.311654116,-9.684672901,-8.883373289,-9.297838606,-8.841926757
1apb,-6.72414,-7.92,-9.07,-62.93,-6.16779064319,-66.59696223,-7.197881001,-7.888656529,-7.43274468,-7.501822233,-8.040627145
1f0s,-8.7878,-7.42,-6.46,-121.103,-9.66524161714,-61.50715203,-8.703771652,-8.772849204,-8.42746144,-8.634694099,-10.69320517
1v2l,-5.05404,-7.44,-7.25,-66.283,-6.38052131783,-39.41597062,-6.949201811,-6.949201811,-7.156434469,-7.018279363,-5.926854029
1nli,-5.64805,-8.67,-8.82,-56.722,-5.39457707516,-45.67540823,-6.728153642,-7.142618958,-6.6728916,-6.852493237,-4.95976829
1f0t,-7.78374,-9.87,-11.06,-143.534,-9.32189205996,-79.13060528,-8.731402673,-9.118236968,-8.593247567,-8.814295736,-8.289306335
1aj7,-5.83883,-8.65,-7.73,-90.7,-7.32657720984,-65.09054591,-7.819578976,-8.261675314,-7.695239381,-7.93010306,-5.346602586
1cnx,-4.90552,-6.08,-5.18,-96.925,-9.36760376543,-61.80486196,-7.059725895,-7.557084275,-6.838677726,-7.156434469,-10.18203128
1cny,-4.86265,-5.47,-5.8,-98.477,-9.07288064709,-87.94526737,-6.990648342,-7.971549592,-6.520920983,-7.156434469,-10.84517579
1cnw,-4.2715,-5.11,-5.11,-93.475,-9.01492066591,-61.97940242,-6.824862216,-6.893939768,-6.424212409,-6.714338131,-10.66557415
1ai7,-5.466,-5.85,-5.56,-47.551,-5.98047203618,-26.45050205,-7.032094874,-7.239327532,-6.824862216,-7.032094874,-5.650543818
1byk,-8.95607,-8.13,-13.53,-144.674,-7.20463810113,-98.0254213,-9.187314521,-9.947167602,-9.1596835,-9.435993711,-6.907755279
2fgu,-11.53216,-12.54,-11.67,-215.348,-11.7831445107,-140.8469906,-11.89515459,-13.33196769,-12.32343542,-12.51685257,-12.68263869
1uto,-4.36321,-6.83,-4.63,-61.022,-6.28346319984,-23.40294244,-6.603814047,-6.479474452,-6.852493237,-6.645260578,-3.136120897
1nq7,-10.58,-10.43,-13.48,-138.653,-11.0818702636,-135.491958,-11.35634968,-12.11620276,-11.27345662,-11.57739785,-9.394547179
1sh9,-9.17817,-12.54,-12.41,-228.869,-11.4965098753,-145.8959688,-10.76228272,-11.6464754,-10.84517579,-11.08003947,-8.330752867
1q1g,-8.97905,-8.89,-8.06,-105.009,-9.65922452601,-86.63298668,-8.17878225,-8.316937356,-7.999180613,-8.16496674,-11.83989255
1thz,-8.68117,-7.96,-7.71,-98.336,-8.85250621457,-66.08869228,-9.021528394,-10.29255537,-9.17349901,-9.491255753,-7.114987937
1gny,-5.51263,-7.38,-11.47,-128.294,-6.96732608443,-83.51353137,-7.474191212,-7.557084275,-7.114987937,-7.377482638,-5.719621371
2ihq,-11.83468,-12.53,-11.43,-141.009,-11.8196533085,-110.6464478,-10.29255537,-10.52741905,-9.394547179,-10.0715072,-11.72936846
1p28,-2.79949,-4.94,-4,-26.442,-6.00083598369,-32.35236949,-6.023562603,-6.244610772,-6.244610772,-6.161717709,-7.488006722
2gv6,-8.21511,-10.1,-11.46,-145.816,-10.806005592,-88.10502061,-9.021528394,-10.27873986,-8.966266352,-9.422178201,-10.14058475
4std,-11.24276,-10.15,-11.69,-122.36,-9.78580385057,-107.3842466,-10.0715072,-10.44452598,-9.435993711,-9.988614133,-14.27142241
1gnn,-8.67512,-12.64,-13.57,-203.274,-10.2480931383,-148.5945271,-10.48597251,-11.32871866,-10.69320517,-10.83136028,-7.847209997
1gno,-8.24065,-10.98,-11.42,-186.651,-10.1457684931,-131.3321746,-10.08532271,-10.74846721,-10.23729332,-10.36163292,-10.63794313
1gnm,-8.36647,-11.7,-12.91,-206.569,-10.1031477312,-141.7503318,-10.18203128,-10.01624515,-10.48597251,-10.22347781,-8.634694099
1jyq,-8.03666,-11.9,-18.1,-214.263,-8.47047988109,-128.8810049,-10.76228272,-11.42542723,-10.43071047,-10.87280681,-12.01949419
1ogx,-9.22745,-9.37,-9.78,-87.244,-9.83180571802,-79.82131501,-9.132052479,-9.767565964,-8.634694099,-9.17349901,-8.41364593
1vwn,-10.69032,-12.34,-12.33,-162.291,-10.6266125689,-131.1587756,-10.5964966,-11.19056355,-9.89190556,-10.55505007,-8.040627145
1bhx,-9.2708,-11.87,-12.76,-157.574,-10.1865938792,-128.5263803,-9.518886774,-10.03006067,-9.132052479,-9.560333306,-9.449809222
2jxr,-10.0558,-11.9,-12.78,-199.435,-10.147892117,-144.2332579,-11.13530151,-11.52213581,-10.72083619,-11.121486,-9.739934943
2a5b,-7.4232,-11.36,-14.56,-89.636,-6.84754272124,-68.73425521,-7.750501423,-8.137335719,-7.598530807,-7.833394486,-5.429495649
2a5c,-7.57642,-9.38,-11.54,-103.969,-7.23033469716,-82.04990194,-7.778132444,-8.054442655,-7.584715296,-7.805763465,-6.382765878
1fzq,-7.42619,-8.39,-8.04,-131.735,-7.79731468646,-66.45388833,-8.026811634,-8.537985525,-7.902472039,-8.151151229,-10.52741905
1aid,-8.63858,-7.32,-6.61,-115.028,-9.21351159085,-105.8807131,-9.284023095,-10.48597251,-8.952450842,-9.574148817,-6.659076089
1egh,-3.7364,-8.97,-10.43,-55.402,-5.67698476241,-21.09522766,-6.548552004,-7.045910385,-6.479474452,-6.68670711,-7.874841018
1h0a,-6.21684,-8.83,-16.69,-76.364,-7.15886880185,-65.17745691,-7.847209997,-8.786664715,-7.943918571,-8.192597761,-7.515637744
1hxb,-11.67487,-12.56,-11.86,-225.016,-11.0707433997,-145.309412,-11.97804765,-13.66353994,-12.42014399,-12.68263869,-13.70498647
1onz,-9.23842,-8.36,-15.24,-120.159,-7.83755791547,-76.04615487,-9.035343905,-9.864274538,-9.242576563,-9.380731669,-7.045910385
1dzk,-5.0039,-6.07,-5.31,-57.906,-7.48063789092,-57.30547637,-6.990648342,-7.059725895,-6.963017321,-7.004463853,-8.42746144
1ony,-8.07171,-8.65,-11.32,-163.044,-8.54961175696,-104.9643976,-9.505071264,-9.753750454,-9.353100648,-9.532702285,-9.353100648
1w4p,-6.08041,-9.89,-10.04,-107.863,-5.54086288674,-73.47379566,-7.529453254,-7.943918571,-7.557084275,-7.68142387,-6.548552005
1w4q,-6.42853,-9.42,-11.05,-106.519,-5.57480108315,-79.66525683,-7.639977339,-8.095889187,-7.639977339,-7.791947955,-7.266958554
1nfw,-9.79338,-7.36,-6.35,-148.373,-11.1130272226,-66.60034794,-9.145867989,-9.325469627,-9.021528394,-9.1596835,-12.37869746
1nfu,-9.86982,-9.17,-9.69,-154.922,-10.9907337047,-68.68072314,-9.960983112,-10.16821577,-9.643226369,-9.919536581,-10.69320517
1lbf,-7.43794,-8.27,-11.36,-110.529,-7.71337772622,-77.39937973,-9.021528394,-9.712303922,-8.772849204,-9.1596835,-10.84517579
4rsk,-5.75171,-7.79,-8.41,-92.124,-5.2443396626,-56.3284608,-7.101172427,-7.41892917,-7.018279363,-7.18406549,-5.968300561
1fhd,-7.88643,-7.82,-8.8,-106.088,-6.74002038586,-59.02786836,-7.985365103,-8.524170014,-7.943918571,-8.151151229,-9.422178201
1z6e,-11.10612,-8.55,-2.98,-203.687,-11.5263522992,-41.270516,-10.32018639,-10.37544843,-10.12676924,-10.27873986,-13.42867626
1nfx,-9.88077,-7.64,-7.81,-158.457,-10.9665699162,-63.08159654,-9.353100648,-9.256392074,-9.145867989,-9.242576563,-11.770815
1z6s,-5.86915,-7.4,-7.25,-69.95,-6.38143507247,-50.31970037,-7.225512022,-7.68142387,-7.114987937,-7.336036106,-5.995931582
1wcq,-6.99687,-7.36,-10.32,-91.338,-6.9830219625,-82.4526118,-7.66760836,-8.040627145,-7.695239381,-7.805763465,-8.648509609
1g4o,-6.23838,-6.31,-5.48,-83.76,-9.66201950381,-56.66225106,-7.653792849,-8.772849204,-7.557084275,-7.999180613,-11.39779621
1g4j,-6.33425,-6.12,-5.07,-84.976,-10.2744823753,-53.96787933,-7.363667127,-7.971549592,-7.253143043,-7.529453254,-12.01949419
1bp0,-7.32468,-9.83,-10.23,-90.231,-6.91945939296,-66.23986963,-7.653792849,-8.358383888,-7.750501423,-7.91628755,-7.460375701
1m9n,-10.43432,-12.58,-19.76,-162.933,-7.40828469132,-109.7286943,-9.242576563,-9.974798623,-9.256392074,-9.491255753,-9.560333306
1f3e,-7.67158,-10.61,-10.53,-69.089,-6.91541688883,-63.24326898,-7.584715296,-8.068258166,-7.211696511,-7.626161828,-9.256392074
4fiv,-11.81458,-17.09,-14.85,-303.404,-10.1988376568,-214.6154825,-14.28523792,-15.36284774,-14.31286894,-14.64444119,-9.007712884
1uz4,-6.51475,-9.72,-10.21,-73.862,-7.24302053491,-65.90157787,-7.004463853,-7.349851617,-6.824862216,-7.059725895,-4.69727359
1nh0,-9.68536,-14.59,-14.78,-251.998,-11.2607699354,-137.5724348,-11.88133908,-12.13001827,-11.49450478,-11.83989255,-13.45630728
1mes,-11.27055,-12.46,-13.83,-217.008,-12.3490218717,-122.3378337,-11.48068927,-12.80697829,-10.92806885,-11.74318397,-10.63794313
1g3b,-5.28371,-10.32,-11.26,-84.225,-6.71723523396,-31.4318029,-7.93010306,-8.399830419,-8.026811634,-8.123520208,-7.93010306
1g3e,-6.53093,-7.95,-11.14,-91.942,-6.91796362173,-33.41753098,-7.833394486,-8.206413271,-8.123520208,-8.054442655,-7.43274468
1g3d,-6.52066,-7.96,-9.66,-83.576,-6.74066515568,-40.02008784,-7.736685912,-8.261675314,-7.91628755,-7.971549592,-7.66760836
2g00,-12.51422,-10.47,-11.51,-192.431,-12.1431121503,-31.00991535,-11.72936846,-11.97804765,-10.98333089,-11.56358234,-13.45630728
5std,-13.34954,-11,-8.85,-134.123,-10.1814724229,-111.740361,-11.81226153,-11.770815,-10.15440026,-11.24582559,-14.49247058
1g36,-9.45289,-10.37,-10.42,-145.12,-10.153722064,-69.507706,-9.187314521,-9.560333306,-9.228761053,-9.325469627,-9.90572107
1k4h,-8.01635,-11.18,-11.15,-106.656,-8.34816915958,-92.09885036,-8.372199398,-8.869557778,-8.151151229,-8.468907972,-7.059725895
1pro,-11.11919,-11.96,-13.85,-240.758,-11.9367164495,-124.2421224,-11.42542723,-12.1714648,-10.70702068,-11.43924274,-15.61152693
1n1m,-6.27533,-8.09,-8.63,-81.972,-7.4158283341,-71.03825658,-7.349851617,-7.91628755,-7.529453254,-7.598530807,-7.874841018
1lor,-9.16771,-11.27,-14.13,-112.781,-6.95330682222,-64.45632297,-8.800480225,-9.546517796,-8.828111247,-9.062974926,-15.27995468
1kyv,-8.82754,-10.9,-12,-120.05,-7.47252652083,-103.1118655,-8.607063078,-9.380731669,-8.966266352,-8.993897373,-8.17878225
2bjm,-8.89653,-7.16,-7.03,-74.039,-6.71059750028,-54.85227076,-8.92481982,-9.228761053,-7.902472039,-8.689956141,-5.111738906
1g48,-5.82207,-5.49,-4.68,-68.868,-9.36560000066,-53.42320539,-7.128803448,-8.399830419,-7.087356916,-7.543268765,-11.61884438
1g45,-6.18733,-6.28,-5.4,-81.974,-10.0882345564,-58.65182227,-7.653792849,-8.620878588,-7.570899786,-7.957734081,-11.93660112
1nf8,-8.83071,-10.9,-13.28,-104.666,-7.50911937134,-78.45194733,-8.565616546,-8.67614063,-8.206413271,-8.482723483,-10.80372926
1fao,-5.22699,-7.89,-12.9,-106.679,-7.5514801519,-61.83818664,-7.847209997,-8.634694099,-7.861025507,-8.109704698,-10.18203128
2h4g,-6.8327,-7.97,-10.01,-106.213,-7.25571175541,-80.03361076,-8.17878225,-9.449809222,-8.109704698,-8.579432057,-9.007712884
1tni,-2.89459,-5.2,-5.8,-62.334,-6.00133026503,-13.72410035,-6.410396899,-6.617629557,-6.617629557,-6.548552004,-5.526204223
1iih,-3.92131,-7.54,-6.16,-43.012,-5.88249021517,-18.59882851,-6.700522621,-7.114987937,-6.576183026,-6.797231195,-3.992682551
2ypi,-3.33212,-7.43,-5.83,-51.809,-5.87945563634,-20.57509846,-6.368950367,-6.838677726,-6.286057304,-6.493289962,-6.659076089
1hos,-9.22208,-10.36,-6.97,-220.026,-11.1292523472,-104.5156766,-11.35634968,-12.54448359,-11.17674804,-11.70173744,-11.81226153
1f0r,-9.29752,-7.58,-6.99,-139.043,-10.4351610978,-56.75422956,-9.463624732,-9.076790437,-9.242576563,-9.256392074,-10.58268109
1rbo,-6.18522,-7.32,-18.11,-96.502,-7.60557952023,-86.99698423,-8.068258166,-8.786664715,-8.012996124,-8.289306335,-17.57332943
1joc,-4.20453,-7.09,-9.56,-67.487,-6.1497665271,-50.49442848,-6.548552004,-7.045910385,-6.479474452,-6.68670711,-6.382765878
1a1c,-5.56902,-8.4,-12.02,-122.424,-8.52383249071,-73.59488568,-8.234044293,-9.035343905,-8.275490824,-8.510354504,-8.841926757
1dfo,-9.44602,-12.36,-13.9,-161.311,-8.2876601251,-93.07050596,-10.27873986,-10.87280681,-9.726119433,-10.29255537,-9.256392074
1tcw,-5.52886,-6.94,-7.55,-119.974,-9.79020193006,-65.6979702,-8.192597761,-10.26492434,-8.372199398,-8.938635331,-8.316937356
2bpy,-11.19165,-10.7,-9.78,-221.448,-10.7362223229,-146.9085694,-11.56358234,-12.26817338,-11.89515459,-11.9089701,-10.22347781
1m0o,-7.74008,-8.83,-9.17,-120.173,-8.34111659728,-58.07556116,-9.242576563,-10.11295373,-9.739934943,-9.698488412,-3.191382939
1i80,-5.93487,-7.4,-7.08,-59.267,-7.70569236795,-52.0235318,-6.824862216,-7.253143043,-6.769600173,-6.949201811,-8.855742268
1rbp,-10.50112,-9.37,-11.73,-143.354,-9.50693252423,-143.2765551,-11.05240845,-10.32018639,-10.34781741,-10.56886558,-9.284023095
1no6,-9.46126,-9.18,-13.47,-124.54,-8.37422780454,-73.09304638,-9.104421458,-9.988614133,-9.270207584,-9.449809222,-6.092640156
1g35,-10.87776,-13.08,-12.45,-244.998,-13.2361336363,-137.017179,-11.56358234,-12.75171625,-11.14911702,-11.82607704,-11.24582559
2hb1,-5.51322,-8.36,-10.26,-85.564,-6.93149471878,-70.20897761,-7.211696511,-7.91628755,-7.253143043,-7.460375701,-5.249894012
1tcx,-10.25517,-10.59,-9.96,-201.338,-10.8235548211,-134.9244731,-11.31490315,-12.59974563,-11.43924274,-11.78463051,-9.601779838
1ciz,-10.12719,-7.14,-7.85,-196.597,-10.2907819146,-59.47287911,-10.92806885,-11.45305825,-10.94188436,-11.10767049,-10.27873986
456c,-8.77632,-7.92,-7.95,-160.384,-9.34329056768,-59.30676028,-9.435993711,-10.01624515,-9.601779838,-9.684672901,-13.49775382
1gjd,-8.45346,-9.35,-10.43,-105.16,-8.18360216313,-69.09250963,-8.607063078,-9.587964327,-9.477440243,-9.228761053,-7.211696511
1gjb,-8.47253,-10.03,-10.56,-127.864,-9.47500585904,-28.94465714,-8.855742268,-9.076790437,-9.380731669,-9.104421458,-8.772849204
1gjc,-8.47151,-9.95,-10.41,-124.847,-9.44074615596,-22.05715197,-8.717587162,-9.311654116,-9.228761053,-9.090605947,-8.772849204
1ajv,-10.77341,-10.08,-9.09,-230.322,-13.4921944537,-117.9210557,-11.09385498,-12.06094072,-11.19056355,-11.45305825,-10.66557415
1gja,-7.98797,-10.22,-11.27,-100.766,-8.1080833588,-57.6288277,-8.386014909,-8.468907972,-8.869557778,-8.579432057,-7.488006722
1ajx,-10.77111,-8.87,-9.87,-214.59,-12.2499835421,-113.1747588,-10.88662232,-12.42014399,-10.78991375,-11.37016519,-10.92806885
1rpj,-7.97443,-6.96,-10.95,-93.674,-6.57364711423,-84.36934173,-7.709054891,-8.482723483,-7.778132444,-7.985365103,-8.952450842
1ody,-10.92961,-15.08,-14.63,-276.286,-11.5512415352,-172.8805078,-12.46159052,-14.07800526,-12.97276441,-13.16618156,-11.19056355
1fv0,-9.13913,-6.36,-2.78,-120.173,-8.52274320974,-25.86391037,-8.786664715,-9.698488412,-8.41364593,-8.966266352,-8.192597761
1zoh,-6.937,-5.37,-5.56,-62.465,-8.53469973589,-87.82372983,-7.557084275,-8.841926757,-7.902472039,-8.095889187,-9.670857391
2csn,-6.12373,-8.29,-9.53,-71.732,-7.42920361132,-69.80516892,-7.653792849,-8.095889187,-7.211696511,-7.653792849,-6.092640156
1ydk,-5.18071,-7.98,-9.57,-117.65,-8.69797518825,-96.19303975,-7.584715296,-8.234044293,-7.66760836,-7.833394486,-8.137335719
1ajn,-6.03654,-8.13,-6.46,-69.193,-7.34792599395,-51.92751989,-7.861025507,-8.012996124,-7.41892917,-7.764316934,-3.633479277
1zog,-6.51706,-5.74,-6.3,-52.846,-8.63821290927,-91.69548299,-7.41892917,-8.703771652,-7.874841018,-7.999180613,-9.878090049
1mmq,-7.90035,-7.76,-9.36,-160.313,-8.64037220004,-99.79017566,-8.841926757,-9.505071264,-9.297838606,-9.214945542,-10.38926394
1p1n,-7.55423,-8.23,-6.59,-92.018,-8.78321889554,-60.03998122,-7.805763465,-8.123520208,-7.874841018,-7.93010306,-9.394547179
1p1o,-7.89615,-9.58,-8.58,-90.852,-7.18365469462,-63.04336351,-7.501822233,-8.054442655,-7.43274468,-7.66760836,-7.957734081
2aod,-8.39856,-15.02,-16.56,-265.132,-9.71819391296,-210.9474209,-11.54976683,-12.39251297,-11.35634968,-11.770815,-7.819578976
1hxw,-9.52515,-13.06,-12.5,-228.126,-11.6722334988,-155.759623,-11.10767049,-11.89515459,-10.80372926,-11.27345662,-14.94838242
1ocq,-7.22339,-7.62,-11.64,-93.13,-7.1343090435,-73.65856808,-7.529453254,-7.874841018,-7.322220596,-7.570899786,-7.17024998
1h46,-7.70927,-4.78,-4.01,-104.75,-9.00480407731,14.45733019,-8.303121845,-8.303121845,-8.537985525,-8.386014909,-4.932137269
7std,-9.98264,-8.76,-10.05,-106.568,-9.53538341508,-125.3764437,-9.836643517,-10.52741905,-9.643226369,-10.00242964,-14.81022732
1sld,-11.13097,-12.84,-12.87,-167.625,-10.5115909601,-138.0746107,-10.66557415,-11.2596411,-9.974798623,-10.63794313,-9.076790437
1sle,-10.61698,-8.66,-11.07,-151.699,-9.89639000545,-106.5826335,-9.684672901,-10.52741905,-9.767565964,-9.988614133,-8.524170014
1e6q,-6.42388,-9.64,-13.83,-66.423,-7.30947279089,-85.2876683,-7.294589575,-7.764316934,-7.239327532,-7.43274468,-4.351885826
1e6s,-6.84558,-7.28,-9.08,-74.711,-7.14112493699,-38.89285174,-7.17024998,-7.639977339,-7.114987937,-7.308405085,-4.4485944
1od8,-7.53046,-7.75,-9.12,-101.026,-6.96317786763,-49.41280214,-7.543268765,-8.040627145,-7.460375701,-7.68142387,-7.045910385
1d4y,-10.49903,-11.27,-11.47,-173.106,-11.9109715079,-134.0685215,-11.121486,-12.10238725,-10.88662232,-11.37016519,-15.33521672
1ai4,-5.62132,-8.43,-10.53,-64.693,-7.6336799737,-39.11961008,-7.336036106,-7.460375701,-6.976832832,-7.253143043,-3.45387764
1gj6,-9.23377,-9.12,-10.18,-126.55,-8.3537170081,-46.98153262,-9.214945542,-9.560333306,-9.670857391,-9.477440243,-9.670857391
