ID,2.5_contacts,4.0_contacts,H_B_ligand,H_B_receptor,backbone_alpha,backbone_beta,backbone_other,hydrophobic,pi-cation,pi-pi,pi-t,rotable_bonds,salt_bridge,sidechain_alpha,sidechain_beta,sidechain_other,Exp_energy
1pr1,12,230,3,5,0,35,3,14,0,0,0,5,0,22,92,90,-7.322220596
1rbo,33,335,1,15,8,6,16,2,0,0,0,12,8,14,146,178,-17.57332943
1tq4,19,362,2,10,39,4,27,12,1,0,0,9,3,175,22,114,-8.551801035
1joc,15,143,0,7,0,15,0,1,0,0,0,8,4,0,105,38,-6.382765878
1a1c,13,257,1,11,0,27,16,28,2,0,0,15,2,57,126,44,-8.841926757
1me7,15,270,2,8,0,13,48,6,0,0,0,7,0,0,82,142,-9.933352091
1dfo,19,396,5,7,0,1,37,31,0,1,0,11,2,11,74,292,-9.256392074
1tcw,6,199,2,3,0,22,16,20,0,0,0,15,0,0,83,84,-8.316937356
1xbb,3,297,1,2,0,29,8,39,0,0,0,7,0,29,185,49,-7.322220596
2bpy,8,362,4,1,0,18,42,35,0,0,0,14,2,0,101,209,-10.22347781
1zky,6,179,1,1,5,0,0,19,0,0,1,4,0,155,0,25,-8.634694099
1m0o,17,285,0,9,15,0,16,22,0,0,0,8,3,28,32,211,-3.191382939
1i80,7,167,3,2,0,33,0,21,0,0,0,0,0,11,68,62,-8.855742268
1rbp,3,233,0,0,0,3,4,38,0,0,0,6,0,0,201,28,-9.284023095
1g30,7,319,3,1,0,40,42,53,0,0,2,13,0,0,99,145,-9.463624732
1no6,15,243,0,11,11,1,15,24,1,0,0,4,2,79,11,141,-6.092640156
1g32,6,290,3,0,0,36,37,46,0,0,2,7,1,0,78,145,-8.441276951
1g35,9,383,2,6,0,16,52,39,0,0,0,16,0,0,112,212,-11.24582559
2hb1,14,187,0,8,12,1,15,13,0,0,0,4,2,55,12,106,-5.249894012
1tcx,5,337,4,1,0,12,49,41,0,0,0,15,0,0,94,187,-9.601779838
1ciz,5,226,0,1,5,11,27,35,4,2,0,8,5,57,58,73,-10.27873986
456c,10,256,2,1,15,17,24,36,2,0,0,7,1,95,37,78,-13.49775382
1gjd,13,260,5,1,0,39,49,23,1,0,1,5,0,0,45,140,-7.211696511
1gjb,12,245,4,2,0,14,60,23,2,0,1,5,0,0,38,145,-8.772849204
1gjc,11,232,3,1,0,14,59,22,1,0,2,5,0,0,32,138,-8.772849204
1ajv,5,341,2,2,0,12,42,39,0,0,0,12,0,0,99,193,-10.66557415
1gja,18,262,6,2,0,13,72,22,1,0,1,5,0,28,27,140,-7.488006722
1ajx,3,321,2,2,0,9,30,47,0,0,0,12,0,0,108,177,-10.92806885
1rp7,17,331,1,10,1,6,37,22,0,1,1,9,6,56,61,187,-11.770815
1rpj,19,244,6,7,0,1,1,16,0,0,0,6,0,91,97,73,-8.952450842
1ody,17,400,6,4,0,54,45,40,0,0,0,21,0,0,134,184,-11.19056355
1fv0,4,240,1,1,6,0,36,22,0,0,0,4,0,102,0,100,-8.192597761
1zoh,0,138,0,0,0,6,0,12,0,0,0,0,0,0,125,7,-9.670857391
2fkf,18,160,1,9,0,5,10,2,0,0,0,8,4,1,36,126,-4.034129083
1xap,6,229,0,3,13,3,5,44,0,0,1,3,1,173,24,17,-12.01949419
2csn,3,185,0,1,0,10,12,23,0,0,0,5,1,10,97,59,-6.092640156
1ydk,13,229,3,7,7,16,4,12,0,0,0,16,5,58,31,126,-8.137335719
1ajn,5,162,0,3,0,10,0,17,0,1,1,3,0,19,76,62,-3.633479277
1zog,0,139,0,0,0,2,0,10,0,0,0,1,0,0,137,0,-9.878090049
1mmq,12,237,4,2,4,20,41,23,0,0,0,7,1,55,68,61,-10.38926394
1p1n,14,193,0,10,11,13,10,26,1,0,0,4,3,69,51,53,-9.394547179
1p1o,16,283,2,7,8,26,4,17,0,0,0,4,2,89,108,64,-7.957734081
2aod,19,491,8,5,0,44,60,32,0,0,0,30,2,0,181,225,-7.819578976
1uho,8,294,2,1,10,0,5,47,2,0,1,8,0,207,0,80,-12.73790073
1hxw,9,403,4,2,0,20,63,47,1,0,0,19,0,0,86,243,-14.94838242
1w7g,15,328,7,1,0,67,40,22,1,0,0,13,3,0,105,131,-7.045910385
1ocq,21,223,5,6,0,0,22,10,2,0,0,10,2,0,109,113,-7.17024998
1sb1,3,261,1,1,0,28,42,36,0,0,0,10,0,0,50,144,-9.518886774
1h46,0,160,0,0,0,0,6,34,1,4,0,6,0,0,42,112,-4.932137269
7std,3,198,0,1,4,0,0,47,0,0,1,4,0,55,52,90,-14.81022732
1sld,9,349,2,6,0,11,1,46,0,1,1,9,0,0,270,76,-9.076790437
1sle,9,314,0,5,0,2,10,34,0,0,1,7,0,0,212,99,-8.524170014
2cbu,12,186,4,3,0,0,0,20,1,0,0,4,3,0,70,128,-7.847209997
1d4p,6,260,3,0,0,14,61,34,0,0,0,5,0,0,49,142,-8.703771652
1e6q,16,200,3,4,0,0,0,16,0,1,0,5,0,0,100,116,-4.351885826
1e6s,15,206,5,6,0,0,0,11,0,0,0,6,0,14,86,121,-4.4485944
1od8,10,197,2,4,0,0,0,9,0,0,0,6,0,0,64,143,-7.045910385
1d4y,8,345,2,5,0,18,30,31,0,0,0,13,0,0,96,209,-15.33521672
1ai4,8,148,0,2,0,5,0,16,0,1,1,4,0,19,75,57,-3.45387764
1gj6,10,284,4,0,0,42,49,33,1,0,0,5,0,1,62,140,-9.670857391
1gj7,8,251,3,0,0,29,43,23,1,0,1,5,0,0,42,145,-10.90043783
1gj4,11,287,3,0,0,42,38,34,2,0,1,5,0,0,62,156,-5.622912797
1a1e,13,244,1,11,0,26,13,25,2,0,0,14,2,53,123,42,-8.289306335
1gaf,6,218,0,6,0,3,21,39,0,1,0,8,2,0,92,108,-11.05240845
1ro7,34,507,4,18,0,0,95,34,0,1,1,18,0,19,42,385,-4.393332357
1gai,21,365,10,4,0,0,52,31,0,0,0,22,1,63,34,237,-11.05240845
1d4l,12,339,4,3,0,30,36,27,0,0,0,11,0,0,126,159,-12.11620276
1d4k,10,374,5,2,0,23,37,44,0,0,0,13,2,0,125,199,-12.73790073
1gj8,11,233,3,1,0,10,72,24,0,0,0,7,0,0,28,134,-9.615595348
1dy4,5,176,4,1,0,0,2,26,2,4,0,7,3,0,86,93,-6.023562603
1bdq,6,275,5,1,0,10,27,30,0,0,0,15,0,0,102,142,-8.759033694
1a8i,16,264,5,3,10,0,38,6,0,0,0,5,0,40,36,156,-7.626161828
1lyb,13,338,4,3,0,11,53,27,0,0,0,24,0,0,118,169,-15.77731306
1vwl,11,326,3,4,0,7,18,33,0,0,1,13,0,0,255,57,-7.778132444
1ado,10,105,0,8,0,8,20,1,0,0,0,5,0,4,25,58,-8.289306335
1lyx,10,172,0,8,0,16,22,5,0,0,0,3,3,0,39,105,-6.272241793
1p19,11,231,2,7,13,14,25,7,0,2,0,6,0,34,104,52,-5.678174839
1y0l,5,210,0,3,0,1,2,45,0,5,0,6,1,0,177,35,-12.4339595
1fdq,4,212,0,2,4,1,3,33,0,0,0,14,2,41,115,52,-10.04387618
1s38,6,194,3,0,2,8,5,22,0,0,0,1,0,43,99,43,-7.114987937
1qca,9,175,1,3,0,1,2,26,0,0,0,8,1,25,57,99,-7.280774064
2fgv,10,354,3,2,0,18,31,30,0,0,0,14,2,0,150,165,-8.455092462
1gt1,1,142,0,0,0,0,0,20,1,2,1,1,0,0,125,18,-8.289306335
2fvd,9,325,1,1,0,12,25,27,0,0,0,7,0,23,209,65,-11.770815
1tys,20,275,2,12,4,11,0,7,0,0,0,5,4,22,101,157,-7.584715296
1m48,6,262,3,1,16,19,5,30,0,0,1,9,1,134,58,36,-7.032094874
1lrt,20,334,4,9,0,14,45,16,1,4,0,16,2,42,45,208,-7.791947955
1o2w,12,247,4,1,0,13,69,22,0,0,0,8,0,0,28,149,-8.082073676
1lke,7,238,2,2,0,20,0,40,0,1,0,4,0,38,187,0,-10.38926394
1qy1,1,118,0,1,0,0,4,19,0,0,1,3,0,0,102,13,-9.007712884
1lkl,23,321,1,15,0,17,14,28,1,0,0,18,6,59,184,70,-8.026811634
1qy2,1,93,0,1,0,0,2,10,0,0,0,2,0,0,78,14,-7.93010306
1qy5,8,226,2,4,9,1,8,15,0,0,0,6,0,82,87,47,-9.256392074
1uwf,19,226,4,5,0,5,20,8,0,0,0,9,0,0,115,105,-9.422178201
2ewa,3,255,0,1,0,19,11,40,0,1,0,4,0,9,170,49,-10.96951538
1f0u,12,282,5,0,0,9,99,37,0,1,0,12,0,0,31,155,-9.89190556
1met,12,393,3,3,0,17,48,50,0,0,1,14,0,0,136,204,-12.98657992
1alw,3,113,0,1,0,0,0,19,0,0,0,4,3,108,0,8,-9.007712884
2f5t,26,375,7,8,8,34,29,16,0,0,0,12,0,107,93,130,-7.142618959
1uwu,17,212,3,5,0,0,0,17,3,0,0,6,3,2,106,121,-8.261675314
1jlr,27,394,1,14,6,6,24,18,0,2,0,11,8,133,152,100,-4.600565016
1msm,6,396,4,1,0,15,57,42,0,0,0,11,0,0,156,174,-14.47865506
2i3i,9,228,4,3,0,49,7,30,0,0,0,6,2,47,103,31,-10.08532271
2f2h,16,344,4,9,0,0,3,22,0,0,0,12,0,0,108,249,-7.874841018
3kiv,9,131,3,3,0,0,0,20,2,0,0,6,4,0,84,56,-6.493289962
2erz,6,238,2,2,0,18,4,22,0,0,0,2,2,0,167,55,-7.819578976
1ppl,10,289,2,4,0,2,41,20,0,0,0,18,0,15,96,145,-11.81226153
1ppk,10,252,2,3,0,4,37,18,0,0,0,16,0,2,84,135,-10.58268109
1db1,12,269,3,3,5,0,2,33,0,0,0,9,0,190,25,59,-12.79316278
2fqw,12,235,3,3,0,0,6,30,0,4,0,5,0,80,24,137,-9.228761053
2i80,3,183,1,0,0,7,35,17,0,0,0,4,0,30,45,69,-7.460375701
1if8,9,229,2,1,0,0,15,22,0,0,0,7,0,22,65,136,-13.31815218
1r9l,5,102,0,3,9,0,2,16,2,0,0,2,1,40,16,40,-7.460375701
1tom,10,230,4,1,0,9,64,31,0,0,0,8,1,0,13,154,-11.46687376
2hf8,20,415,4,11,49,5,32,6,1,0,0,12,8,185,32,132,-7.557084275
1hsh,10,372,3,4,0,18,33,49,0,0,0,14,2,0,117,214,-13.01421095
1pph,11,241,6,0,0,13,82,17,0,0,0,8,0,1,25,131,-8.17878225
11gs,15,341,3,8,9,20,19,32,0,1,0,19,4,106,70,132,-8.040627145
1r4w,13,259,3,5,0,19,6,13,0,0,0,11,5,97,53,97,-5.595281776
1uw6,1,111,0,1,0,15,7,27,2,0,0,1,0,0,55,35,-10.14058475
1e3v,4,139,1,2,2,0,0,22,0,0,0,6,0,67,69,5,-5.995931582
1px4,8,165,2,0,0,0,2,18,0,0,0,7,0,0,36,135,-4.46240991
3jdw,14,172,4,5,9,0,31,5,0,0,0,6,3,9,0,137,-4.973583801
2gh7,9,234,2,6,0,1,7,29,0,0,0,5,0,0,170,65,-17.96016373
2cex,14,200,4,6,0,5,10,17,0,0,0,9,2,11,92,96,-6.493289962
1g98,23,269,1,14,0,6,46,2,0,0,0,9,2,76,15,149,-7.874841018
1y6r,13,313,6,2,0,26,25,28,0,0,0,6,0,54,86,135,-13.96748117
1o2s,12,211,4,1,0,13,60,18,0,0,0,4,0,0,30,120,-7.557084275
2ces,18,212,4,5,0,0,0,20,0,1,0,5,0,0,88,142,-10.01624515
1mtr,11,343,6,1,0,17,38,49,0,0,0,12,2,0,123,176,-11.60502887
1uj5,14,269,4,8,16,14,41,8,0,0,0,9,2,79,46,87,-4.21373072
2d1n,18,400,8,1,11,19,64,26,1,0,0,20,1,73,58,193,-11.2596411
1vkj,22,450,1,12,22,13,44,21,0,2,0,8,5,116,92,185,-6.700522621
1xh9,9,423,5,4,0,29,25,52,1,1,0,8,2,29,237,112,-10.7346517
1siv,14,365,7,5,0,27,38,28,0,0,0,19,2,0,107,207,-11.16293253
2fwp,18,227,0,11,4,8,31,8,0,0,0,6,2,28,22,152,-4.034129083
1jqe,0,161,0,0,3,0,4,46,2,4,0,9,1,102,0,52,-8.897188799
1sw1,3,112,0,3,0,6,0,32,4,0,0,1,3,14,58,37,-10.08532271
1jqy,15,284,3,6,1,0,35,30,0,1,0,13,0,15,79,169,-6.797231195
2boh,0,221,0,1,0,33,37,45,3,0,0,6,0,0,70,81,-11.770815
1w5y,12,489,7,3,0,16,58,46,0,0,0,17,0,0,135,292,-11.71555295
1w5x,13,499,5,3,0,18,62,45,0,0,0,17,0,0,139,293,-11.60502887
1w5w,13,503,5,3,0,15,54,46,0,0,0,17,0,0,138,309,-12.15764929
1ulg,9,128,3,1,0,0,0,8,0,0,0,12,0,0,136,1,-5.816329945
2f34,14,240,3,6,14,24,4,17,1,0,0,7,2,72,115,25,-9.518886774
1n46,12,332,3,4,26,2,8,36,0,0,0,5,0,257,30,21,-14.53391711
1agm,26,351,10,3,0,0,54,26,0,0,0,22,1,53,38,232,-16.57861267
1pxp,2,279,1,1,0,31,3,41,0,0,0,4,0,8,235,4,-9.201130032
1moq,22,229,3,10,8,8,50,2,0,0,0,7,1,54,14,117,-4.780166653
2aqu,6,331,5,2,0,31,44,47,0,0,0,19,2,0,91,171,-12.87605584
2b4l,5,113,0,3,9,0,2,29,6,0,0,2,2,34,25,48,-6.589998536
1ydr,5,222,1,1,0,15,13,29,0,0,0,2,1,0,139,60,-7.626161828
1c4v,9,313,4,1,0,20,49,49,0,0,0,9,0,0,55,198,-14.9207514
1ow4,4,211,0,1,4,0,0,29,0,0,0,3,2,203,0,8,-7.847209997
2bfr,12,339,1,8,6,6,59,13,0,0,0,9,0,62,32,186,-7.253143043
1pxn,5,298,3,2,0,5,28,37,0,0,0,5,0,17,163,90,-9.878090049
2j7e,12,223,5,3,0,0,0,19,0,1,0,8,0,6,112,117,-10.11295373
2bfq,20,464,3,8,6,21,68,30,0,0,0,15,0,76,59,254,-9.518886774
1o3k,11,259,5,0,0,17,76,26,0,0,0,4,0,0,31,146,-9.353100648
1heg,15,319,7,3,0,29,42,20,0,0,0,16,2,0,98,165,-10.69320517
1v2s,8,172,4,0,0,35,43,17,0,0,0,2,0,0,46,56,-5.761067903
1a4r,21,350,3,10,25,2,29,13,0,0,2,10,1,185,8,122,-9.201130032
1k1m,11,264,6,0,0,13,85,23,0,1,0,8,0,1,23,153,-10.22347781
1k1l,11,234,5,1,0,15,78,17,0,0,0,8,0,0,23,129,-9.532702285
1pb8,13,187,4,6,2,19,2,13,1,0,0,4,2,35,92,50,-7.114987937
1k1j,11,254,5,0,0,13,79,21,0,0,0,10,0,1,26,146,-10.43071047
1k1i,13,274,5,3,0,13,84,26,0,0,0,9,1,1,22,167,-9.090605947
1o2q,10,269,4,2,0,20,64,28,0,0,1,6,0,0,50,145,-10.61031211
1q91,9,241,0,5,2,1,14,34,1,1,2,3,2,48,6,179,-5.733436882
2bo4,12,199,0,9,20,0,8,9,0,0,0,6,4,61,0,122,-6.368950367
2c3j,9,277,6,1,0,21,16,17,0,0,0,1,0,0,194,55,-8.537985525
2c3l,3,204,1,1,0,33,3,21,0,0,0,1,0,0,164,7,-7.004463853
1o2x,14,247,4,1,0,12,72,19,0,0,0,8,0,0,30,147,-8.082073676
1fkh,4,187,0,2,0,0,14,35,0,0,0,10,0,10,66,101,-11.2596411
1o2g,8,293,4,0,0,13,67,44,1,1,0,5,0,0,52,169,-8.455092462
1z1h,6,272,3,1,0,12,35,26,0,0,0,10,0,0,92,139,-11.60502887
1swr,12,247,2,7,0,1,8,25,0,0,0,5,1,0,154,96,-9.560333306
1k1y,17,335,6,2,8,1,5,21,0,0,0,22,2,71,100,167,-4.4485944
1o2n,9,273,4,0,0,20,68,33,0,0,0,5,0,0,35,159,-8.41364593
1mfi,6,221,1,2,0,23,0,35,0,0,1,3,1,0,136,68,-7.722870402
1koj,26,321,3,13,0,6,59,2,0,0,0,10,2,87,14,181,-9.256392074
1o2j,11,241,4,1,0,14,59,24,0,0,1,7,0,0,30,149,-9.560333306
1o2k,12,279,5,1,0,15,82,22,0,0,0,7,0,2,25,167,-9.560333306
1fkf,9,286,2,2,0,1,22,41,0,0,0,10,0,12,91,169,-12.98657992
1fkg,3,187,0,2,0,0,13,32,0,0,0,10,0,13,63,101,-11.05240845
2fzz,6,268,2,1,0,35,41,36,0,3,3,8,0,0,71,127,-14.53391711
2dri,22,210,4,7,0,1,0,19,0,0,0,4,0,86,49,96,-9.518886774
2h4k,11,194,0,7,12,1,15,21,0,0,0,5,2,55,5,117,-7.584715296
1m1b,10,153,0,6,8,2,4,4,0,0,0,3,5,22,66,61,-6.43802792
1bwa,12,433,4,5,0,38,39,48,0,0,0,14,0,0,174,194,-10.49978802
1bwb,12,510,4,6,0,41,40,50,1,0,0,14,0,0,237,204,-11.63265989
1xbo,13,335,1,9,7,1,14,31,0,0,0,11,1,138,15,173,-8.344568377
2fzk,20,309,0,11,14,2,8,6,1,0,0,7,6,174,25,106,-4.973583801
1gyy,5,144,0,3,0,8,9,31,0,1,1,3,1,9,42,81,-5.028845843
1gyx,7,108,0,4,0,9,1,18,0,1,1,1,1,3,60,42,-3.426246618
1n4h,4,189,0,4,4,1,8,23,0,0,0,5,2,123,7,50,-9.049159416
1qsc,17,320,5,8,0,13,48,19,0,0,0,24,1,0,80,196,-5.084107885
1kzk,9,414,4,1,0,16,62,44,0,0,0,11,0,0,145,200,-14.35431547
1ydd,8,192,2,1,0,0,19,9,2,0,0,3,1,11,80,90,-9.767565965
2fzg,25,287,2,12,24,2,23,6,1,0,0,6,3,88,34,141,-4.669642569
8abp,14,237,4,4,0,1,4,13,0,0,0,6,0,80,22,144,-11.05240845
1gpn,5,172,0,1,1,7,14,28,1,0,0,0,1,73,3,79,-8.952450842
1nw4,13,253,2,4,0,36,6,16,0,0,1,5,1,19,87,118,-12.53066808
1nw7,11,262,4,4,3,10,35,17,0,0,1,11,1,15,54,156,-7.032094874
1bxq,11,350,3,4,0,3,44,24,0,0,0,19,0,0,121,193,-10.19584679
1add,10,270,2,2,0,8,7,28,2,2,0,6,0,90,49,126,-9.311654116
1lgw,9,167,1,0,7,0,0,19,0,0,0,1,0,162,0,7,-5.526204223
1lgt,5,203,1,2,0,0,2,37,1,1,0,3,0,0,170,36,-8.42746144
1v0l,8,158,2,3,0,0,0,7,3,0,0,6,2,0,50,116,-10.43071047
2f6t,10,227,1,7,11,1,11,27,0,0,0,5,1,57,14,143,-6.382765878
1x8j,0,126,0,0,1,0,4,12,0,0,0,1,0,51,12,58,-9.615595348
1x8d,7,143,1,4,0,0,0,2,0,0,0,4,0,104,44,2,-3.053227833
1oyq,12,302,5,2,0,16,86,45,0,0,0,13,0,0,26,186,-9.615595348
1c3x,9,205,3,1,0,53,3,14,0,0,0,1,0,0,67,91,-5.084107885
1m13,4,283,1,2,5,0,0,66,0,0,0,12,0,247,24,11,-10.45834149
1oyt,9,245,3,1,0,36,33,30,0,0,0,5,0,0,67,118,-10.00242964
2bys,2,238,0,0,0,19,13,56,3,0,1,7,0,0,128,80,-13.15236605
1xq0,6,198,2,1,0,0,11,12,1,1,0,7,0,15,94,84,-8.759033694
1x8t,28,398,0,21,18,0,6,15,0,0,0,8,9,339,0,63,-10.77609824
1x8r,33,408,0,23,21,0,7,10,0,0,0,8,11,237,0,176,-8.455092462
1o3i,13,253,4,0,0,12,73,24,0,0,1,4,0,0,31,150,-10.08532271
1bap,14,184,4,4,0,0,1,8,0,0,0,4,0,55,2,140,-9.463624732
1uz1,12,185,5,4,0,0,0,12,0,0,0,4,0,0,79,118,-9.518886774
1hwr,3,256,2,2,0,3,40,44,0,0,0,10,0,0,69,147,-11.50832029
1sbg,7,319,4,1,0,11,53,37,0,0,0,15,0,0,71,191,-10.69320517
1t7d,11,266,2,4,0,49,0,25,0,0,0,12,1,0,170,58,-8.330752867
1nwl,8,189,2,3,12,0,17,14,0,0,0,11,0,59,11,98,-3.301907023
1o2z,13,289,5,1,0,14,83,22,1,0,1,10,0,2,24,179,-8.441276951
1x38,15,226,2,4,0,0,8,22,0,1,1,6,0,13,84,136,-12.11620276
1x39,13,257,4,4,0,2,7,25,0,1,1,8,1,15,137,109,-12.73790073
1i00,3,182,0,2,2,0,15,23,0,0,1,9,1,39,16,113,-8.759033694
2hxm,15,232,1,10,10,8,21,24,1,2,1,8,0,36,34,138,-7.211696511
1v2u,8,176,3,0,0,10,69,21,0,0,0,2,0,0,28,77,-4.655827058
2bpv,8,342,5,3,0,18,42,30,0,0,0,14,2,0,94,196,-10.5964966
1jn2,3,129,0,3,0,4,8,6,0,0,0,8,0,0,18,102,-5.650543818
1bai,21,544,9,7,0,26,58,35,0,0,0,29,2,0,142,339,-10.63794313
1tkb,13,331,1,7,0,5,40,38,0,1,0,9,4,45,9,245,-11.05240845
2izl,13,239,4,2,0,3,8,24,0,0,0,6,1,0,176,65,-8.289306335
1jn4,17,380,2,10,0,32,0,26,1,2,0,14,5,47,218,100,-6.838677726
2ez7,4,112,2,1,0,0,13,1,1,0,1,4,0,0,30,73,-6.023562603
1qka,26,549,10,4,2,42,57,35,0,0,0,20,3,108,192,174,-8.17878225
1b51,25,390,7,5,2,36,33,22,0,0,0,18,1,93,142,109,-10.18203128
1ssq,12,106,2,2,0,6,0,3,0,0,0,4,0,0,47,65,-8.289306335
1awi,8,243,1,7,1,0,8,45,0,0,0,10,0,188,9,45,-5.595281776
1b05,27,409,8,5,1,47,38,30,0,0,0,18,1,87,158,105,-9.836643517
4ts1,14,229,3,3,4,18,0,18,0,0,0,5,0,126,60,35,-6.824862216
1b32,29,395,8,5,2,42,27,27,1,0,0,19,1,91,170,92,-9.809012496
2a4m,7,177,2,2,0,22,0,19,0,0,0,4,0,106,56,0,-6.244610772
1b74,8,154,2,4,10,3,18,2,0,0,0,5,0,56,30,45,-1.796016373
1fo0,35,758,8,14,6,0,19,72,0,0,0,32,1,492,172,104,-7.722870402
2i3h,15,288,5,5,0,61,6,21,2,0,0,10,0,43,163,30,-10.22347781
1qaw,9,236,4,4,0,27,33,17,1,0,1,4,0,0,96,89,-7.073541406
1b5j,29,476,9,7,2,46,40,36,0,0,0,19,1,103,193,121,-10.26492434
1wdn,15,234,5,5,5,18,11,16,0,0,0,5,0,29,141,45,-8.703771652
2olb,29,461,12,4,2,46,48,21,0,0,0,21,2,87,146,161,-7.653792849
1laf,21,342,7,4,3,31,18,23,0,0,0,6,1,45,138,128,-10.84517579
1lag,11,212,4,4,3,18,14,16,2,0,0,4,0,45,73,70,-8.703771652
2bsu,21,574,4,10,12,0,0,67,0,0,1,34,0,460,120,3,-7.819578976
1b40,26,453,7,4,3,43,30,44,0,0,2,18,1,105,188,110,-10.05769169
1b3f,24,462,7,6,3,41,38,42,0,0,1,18,2,99,167,138,-9.518886774
1b3g,26,376,7,5,1,39,31,27,0,0,0,18,1,79,153,99,-9.256392074
1fzo,22,488,7,9,1,3,0,51,1,1,0,25,0,347,153,6,-10.90043783
1fzm,30,648,8,11,14,1,0,51,0,0,0,32,1,517,146,0,-10.63794313
1b46,25,371,6,5,1,53,15,29,0,0,0,15,1,72,161,94,-7.294589575
1b3l,23,353,9,4,2,33,38,23,1,0,0,16,1,64,138,101,-8.137335719
1b3h,25,455,8,5,3,46,35,42,1,0,2,18,1,107,174,115,-8.579432057
1b58,27,468,9,5,2,46,37,41,0,0,2,19,1,103,177,130,-9.104421458
1fch,19,398,7,8,27,0,0,20,0,0,0,25,3,390,0,0,-9.878090049
1ii5,12,207,3,7,3,34,2,12,0,0,0,5,0,33,117,30,-9.145867989
1jet,24,387,9,4,2,41,39,28,0,0,0,16,1,79,153,97,-10.01624515
1jeu,27,427,9,7,2,56,29,31,0,0,0,19,2,103,190,74,-9.422178201
1jd5,11,356,6,3,3,68,9,31,1,0,0,26,0,98,144,45,-9.145867989
1b5i,28,454,7,5,2,43,40,25,0,0,0,18,1,105,170,122,-9.739934943
1f2o,6,125,2,0,0,0,13,7,0,0,0,4,0,0,21,97,-2.638762517
1jq8,10,307,2,2,33,0,24,31,0,0,0,19,0,134,0,126,-8.289306335
1f2p,8,139,4,0,0,0,22,10,0,0,0,4,0,3,23,99,-2.624947006
1utc,22,414,4,8,0,15,17,44,0,0,2,25,1,0,222,182,-6.286057304
1jev,30,487,11,4,3,40,47,44,2,0,3,18,1,116,185,126,-9.518886774
