PDB,dsx,glide,glideXP,rf_score,vina,MMGBSA,HMScore,HPScore,HSScore,average,Experimental
1bgq,-100.004,-8.98,-7.99,-9.1061604485,-10.64434,-91.97655169,-9.463624732,-8.786664715,-8.938635331,-9.062974926,-11.83989255
1v2t,-126.632,-9.13,-10.69,-9.2406771279,-6.45492,-67.53277968,-8.524170014,-8.137335719,-8.17878225,-8.275490824,-6.507105473
1tnh,-67.71,-7.99,-6.32,-5.5542852113,-4.27165,-16.34082664,-6.700522621,-6.645260578,-6.769600173,-6.700522621,-4.655827058
1ecv,-78.101,-10.84,-16.58,-7.2566489553,-6.99845,-68.13387538,-9.049159415,-7.861025507,-7.833394486,-8.247859803,-6.700522621
2cji,-161.492,-7.13,-6.75,-10.8527020176,-9.21417,-76.42386758,-9.1596835,-9.1596835,-9.518886774,-9.284023095,-11.35634968
1hyo,-51.698,-7.07,-5.93,-7.659357665,-5.49381,14.48195304,-7.211696511,-6.893939768,-6.838677726,-6.976832832,-5.622912797
1ecq,-66.843,-4.1,-6.74,-6.6450839967,-5.35733,18.22493357,-7.322220596,-6.9353863,-6.880124258,-7.045910385,-4.144653167
1tnj,-71.349,-7.46,-5.47,-6.2119536115,-3.92523,-14.2050359,-6.631445068,-6.728153642,-6.990648342,-6.783415684,-2.707840069
1sdt,-230.085,-12.35,-11.6,-11.123190174,-11.65237,-142.218163,-12.39251297,-11.92278561,-11.78463051,-12.0333097,-12.80697829
1sdu,-224.502,-11.7,-10.25,-10.5735704776,-11.22555,-140.4633846,-12.65500767,-11.79844602,-11.68792193,-12.04712521,-13.91221913
1sdv,-228.001,-12.07,-11.54,-11.1425447175,-11.58753,-137.2370483,-11.97804765,-11.72936846,-11.75699948,-11.82607704,-12.07475623
9abp,-64.308,-6.8,-9.03,-6.1980724332,-6.61245,-72.30620477,-7.819578976,-7.225512022,-7.225512022,-7.41892917,-11.05240845
1q95,-98.2,-12.35,-16.66,-8.3896934419,-8.16982,-97.82540826,-8.703771652,-7.985365103,-8.095889187,-8.261675314,-10.45834149
1hbv,-202.07,-11.86,-9.34,-10.1612133143,-9.25326,-142.1841475,-12.21291133,-10.70702068,-11.14911702,-11.35634968,-8.800480225
1ent,-193.433,-11.08,-7.66,-9.6520126269,-8.95048,-96.39880154,-11.81226153,-10.55505007,-10.96951538,-11.10767049,-9.615595348
1pyn,-150.09,-8.59,-11.8,-8.1115717437,-7.35615,-99.69043185,-10.472157,-9.145867989,-8.814295736,-9.477440243,-7.584715296
1xka,-140.862,-11.13,-14.06,-9.4225524139,-7.56885,-82.29072631,-9.698488412,-9.587964327,-9.201130032,-9.505071264,-9.505071264
2gvv,-75.235,-5.33,-4.81,-7.8672991481,-6.23339,-43.2360075,-8.316937356,-7.93010306,-8.16496674,-8.137335719,-5.388049118
1zhy,-162.727,-10.35,-11.87,-10.8612132295,-10.96102,-127.7146102,-11.95041663,-11.54976683,-10.7346517,-11.41161172,-9.007712884
1g7g,-190.184,-10.23,-15.96,-8.1129118799,-8.05566,-116.8878395,-10.18203128,-9.65704188,-8.897188799,-9.574148817,-9.118236968
1h9z,-94.076,-7.16,-7.77,-10.0119855528,-9.31455,-67.88283348,-9.753750454,-9.17349901,-8.759033694,-9.228761053,-7.488006722
1nl9,-166.279,-8.08,-9.97,-8.4529970658,-8.57352,-96.46278723,-10.78991375,-9.836643517,-9.960983112,-10.19584679,-8.234044293
1xpz,-74.659,-5.84,-5.27,-9.6344678548,-6.03486,-59.7685599,-9.076790437,-7.750501423,-7.598530807,-8.137335719,-9.781381475
1zp8,-207.675,-7.55,-9.78,-12.093042057,-9.36476,-112.8217701,-11.92278561,-10.63794313,-10.65175864,-11.06622396,-12.11620276
1g7v,-113.093,-7.97,-9.72,-7.8195856592,-5.38128,-63.08614171,-7.943918571,-7.68142387,-7.391298149,-7.66760836,-8.841926757
1w3l,-111.977,-6.17,-12.09,-8.0188306221,-7.02393,-72.42768429,-8.303121845,-7.971549592,-7.750501423,-8.012996124,-8.67614063
1mai,-87.773,-8.66,-12.63,-7.7457575958,-4.82129,-77.45958691,-7.764316934,-7.18406549,-7.128803448,-7.363667127,-9.228761053
1uv6,-76.652,-7.59,-10.62,-7.5205678605,-3.89445,-59.80446585,-6.520920983,-6.451843431,-6.18934873,-6.382765878,-7.073541406
1apv,-160.822,-9.57,-9.86,-10.1544102599,-8.95047,-105.3481948,-10.83136028,-9.532702285,-10.11295373,-10.15440026,-12.4339595
1xk9,-95.443,-6.3,-9.48,-7.8277050486,-8.81179,-71.72298392,-9.062974926,-8.510354504,-7.888656529,-8.482723483,-9.463624732
1s63,-70.052,-4.15,-5.39,-9.9847914494,-5.76103,-14.38812843,-8.759033694,-7.128803448,-7.239327532,-7.709054891,-12.50303706
2pcp,-118.153,-7.71,-7.38,-8.2320108994,-9.38152,-54.78200708,-9.809012496,-9.035343905,-9.118236968,-9.325469627,-12.01949419
2avv,-219.954,-11.03,-9.67,-11.4002706766,-11.23941,-137.2290805,-12.76553176,-11.6464754,-11.63265989,-12.01949419,-12.79316278
2avq,-270.168,-14.87,-15.81,-9.6160145175,-8.67783,-220.9323787,-12.62737665,-11.70173744,-11.52213581,-11.95041663,-6.065009135
1y3n,-110.34,-9.8,-11.41,-6.8644526539,-9.66766,-61.48705329,-9.104421458,-8.689956141,-8.593247567,-8.800480225,-7.66760836
2avs,-225.877,-11.89,-10.54,-10.8074164174,-11.18116,-145.9731487,-12.15764929,-11.74318397,-11.61884438,-11.83989255,-10.45834149
1kel,-92.599,-8.94,-6.19,-7.6308230379,-6.8253,-90.12115212,-8.993897373,-8.772849204,-8.054442655,-8.607063078,-10.05769169
4tmk,-216.925,-16.21,-17.81,-8.6356437835,-11.19335,-146.9251699,-11.92278561,-11.54976683,-11.31490315,-11.59121336,-10.63794313
1v2k,-165.231,-7.46,-5.91,-8.456224807,-10.98449,-51.70407137,-9.850459028,-9.822828007,-9.809012496,-9.822828007,-8.551801035
2avo,-234.575,-10.83,-9.35,-10.8877706505,-10.67041,-142.6972417,-12.48922154,-11.61884438,-11.49450478,-11.86752357,-12.22672684
1y3p,-197.976,-11.08,-19.93,-7.720749108,-12.99142,-93.23427016,-11.43924274,-10.91425334,-10.74846721,-11.03859294,-6.659076089
1nz7,-194.994,-9.94,-15.02,-9.6614729748,-8.30074,-137.8338589,-10.87280681,-10.36163292,-10.54123456,-10.5964966,-9.836643517
1o2o,-110.54,-8.89,-10.37,-8.6103300486,-7.40705,-25.62906165,-8.745218183,-8.289306335,-8.593247567,-8.537985525,-8.786664715
1qpb,-22.424,-3.83,-2.42,-6.9000911001,-3.4784,-24.51889921,-6.272241793,-5.857776477,-6.147902198,-6.092640156,-1.878909436
1xk5,-122.464,-9.91,-9.09,-8.0503990089,-6.75194,-98.02521404,-8.372199398,-8.330752866,-7.874841018,-8.192597761,-8.289306335
2gv7,-186.839,-10.51,-11.32,-10.2291475065,-9.02937,-108.4775002,-12.18528031,-9.822828007,-10.04387618,-10.67938966,-10.84517579
1g85,-60.3,-3.53,-4.39,-5.4341867979,-4.25701,-58.76934576,-7.501822233,-7.294589575,-7.101172427,-7.294589575,-7.570899786
1iiq,-237.918,-14.87,-13.25,-10.9421099086,-10.20216,-151.3517043,-13.0832885,-11.93660112,-12.01949419,-12.35106644,-10.3340019
2avm,-260.416,-14.39,-15.97,-9.4737133443,-8.39598,-211.2270728,-12.21291133,-11.6464754,-11.53595132,-11.79844602,-7.874841018
1hpx,-183.284,-10.23,-9,-12.9645059622,-9.28798,-143.6711155,-11.96423214,-10.63794313,-10.62412762,-11.08003947,-15.55626489
2c4v,-60.878,-9.8,-10.43,-6.5195409254,-6.40765,-78.63856721,-7.819578976,-7.377482638,-7.41892917,-7.543268765,-3.592032745
2aoe,-259.874,-13.98,-12.55,-9.4430880667,-7.71751,-178.3725904,-12.86224033,-11.35634968,-11.21819457,-11.81226153,-10.52741905
1fl3,-145.359,-10.46,-11.21,-10.0976849968,-11.20416,-92.88030404,-10.18203128,-10.80372926,-9.974798623,-10.32018639,-9.394547179
1v2n,-136.276,-12.3,-13.2,-9.3220929289,-9.85236,-92.02217335,-10.3340019,-9.850459028,-9.795196986,-9.988614133,-8.151151229
5tmp,-251.622,-16.5,-16.77,-8.2874967332,-11.26816,-144.1433086,-12.0333097,-11.85370806,-11.59121336,-11.82607704,-10.32018639
1i7z,-127.47,-8.02,-7.29,-9.4693753646,-9.55847,-83.80473026,-9.684672901,-9.311654116,-8.883373289,-9.297838606,-8.841926757
1apb,-62.93,-7.92,-9.07,-6.1677906432,-6.72414,-66.59696223,-7.888656529,-7.197881001,-7.43274468,-7.501822233,-8.040627145
1f0s,-121.103,-7.42,-6.46,-9.6652416171,-8.7878,-61.50715203,-8.772849204,-8.703771652,-8.42746144,-8.634694099,-10.69320517
1v2l,-66.283,-7.44,-7.25,-6.3805213178,-5.05404,-39.41597062,-6.949201811,-6.949201811,-7.156434469,-7.018279363,-5.926854029
1nli,-56.722,-8.67,-8.82,-5.3945770752,-5.64805,-45.67540823,-7.142618958,-6.728153642,-6.6728916,-6.852493237,-4.95976829
1f0t,-143.534,-9.87,-11.06,-9.32189206,-7.78374,-79.13060528,-9.118236968,-8.731402673,-8.593247567,-8.814295736,-8.289306335
1aj7,-90.7,-8.65,-7.73,-7.3265772098,-5.83883,-65.09054591,-8.261675314,-7.819578976,-7.695239381,-7.93010306,-5.346602586
1cnx,-96.925,-6.08,-5.18,-9.3676037654,-4.90552,-61.80486196,-7.557084275,-7.059725895,-6.838677726,-7.156434469,-10.18203128
1cny,-98.477,-5.47,-5.8,-9.0728806471,-4.86265,-87.94526737,-7.971549592,-6.990648342,-6.520920983,-7.156434469,-10.84517579
1cnw,-93.475,-5.11,-5.11,-9.0149206659,-4.2715,-61.97940242,-6.893939768,-6.824862216,-6.424212409,-6.714338131,-10.66557415
1ai7,-47.551,-5.85,-5.56,-5.9804720362,-5.466,-26.45050205,-7.239327532,-7.032094874,-6.824862216,-7.032094874,-5.650543818
1byk,-144.674,-8.13,-13.53,-7.2046381011,-8.95607,-98.0254213,-9.947167602,-9.187314521,-9.1596835,-9.435993711,-6.907755279
2fgu,-215.348,-12.54,-11.67,-11.7831445107,-11.53216,-140.8469906,-13.33196769,-11.89515459,-12.32343542,-12.51685257,-12.68263869
1uto,-61.022,-6.83,-4.63,-6.2834631998,-4.36321,-23.40294244,-6.479474452,-6.603814047,-6.852493237,-6.645260578,-3.136120897
1nq7,-138.653,-10.43,-13.48,-11.0818702636,-10.58,-135.491958,-12.11620276,-11.35634968,-11.27345662,-11.57739785,-9.394547179
1sh9,-228.869,-12.54,-12.41,-11.4965098753,-9.17817,-145.8959688,-11.6464754,-10.76228272,-10.84517579,-11.08003947,-8.330752867
1q1g,-105.009,-8.89,-8.06,-9.659224526,-8.97905,-86.63298668,-8.316937356,-8.17878225,-7.999180613,-8.16496674,-11.83989255
1thz,-98.336,-7.96,-7.71,-8.8525062146,-8.68117,-66.08869228,-10.29255537,-9.021528394,-9.17349901,-9.491255753,-7.114987937
1gny,-128.294,-7.38,-11.47,-6.9673260844,-5.51263,-83.51353137,-7.557084275,-7.474191212,-7.114987937,-7.377482638,-5.719621371
2ihq,-141.009,-12.53,-11.43,-11.8196533085,-11.83468,-110.6464478,-10.52741905,-10.29255537,-9.394547179,-10.0715072,-11.72936846
1p28,-26.442,-4.94,-4,-6.0008359837,-2.79949,-32.35236949,-6.244610772,-6.023562603,-6.244610772,-6.161717709,-7.488006722
2gv6,-145.816,-10.1,-11.46,-10.806005592,-8.21511,-88.10502061,-10.27873986,-9.021528394,-8.966266352,-9.422178201,-10.14058475
4std,-122.36,-10.15,-11.69,-9.7858038506,-11.24276,-107.3842466,-10.44452598,-10.0715072,-9.435993711,-9.988614133,-14.27142241
1gnn,-203.274,-12.64,-13.57,-10.2480931383,-8.67512,-148.5945271,-11.32871866,-10.48597251,-10.69320517,-10.83136028,-7.847209997
1gno,-186.651,-10.98,-11.42,-10.1457684931,-8.24065,-131.3321746,-10.74846721,-10.08532271,-10.23729332,-10.36163292,-10.63794313
1gnm,-206.569,-11.7,-12.91,-10.1031477312,-8.36647,-141.7503318,-10.01624515,-10.18203128,-10.48597251,-10.22347781,-8.634694099
1jyq,-214.263,-11.9,-18.1,-8.4704798811,-8.03666,-128.8810049,-11.42542723,-10.76228272,-10.43071047,-10.87280681,-12.01949419
1ogx,-87.244,-9.37,-9.78,-9.831805718,-9.22745,-79.82131501,-9.767565964,-9.132052479,-8.634694099,-9.17349901,-8.41364593
1vwn,-162.291,-12.34,-12.33,-10.6266125689,-10.69032,-131.1587756,-11.19056355,-10.5964966,-9.89190556,-10.55505007,-8.040627145
1bhx,-157.574,-11.87,-12.76,-10.1865938792,-9.2708,-128.5263803,-10.03006067,-9.518886774,-9.132052479,-9.560333306,-9.449809222
2jxr,-199.435,-11.9,-12.78,-10.147892117,-10.0558,-144.2332579,-11.52213581,-11.13530151,-10.72083619,-11.121486,-9.739934943
2a5b,-89.636,-11.36,-14.56,-6.8475427212,-7.4232,-68.73425521,-8.137335719,-7.750501423,-7.598530807,-7.833394486,-5.429495649
2a5c,-103.969,-9.38,-11.54,-7.2303346972,-7.57642,-82.04990194,-8.054442655,-7.778132444,-7.584715296,-7.805763465,-6.382765878
1fzq,-131.735,-8.39,-8.04,-7.7973146865,-7.42619,-66.45388833,-8.537985525,-8.026811634,-7.902472039,-8.151151229,-10.52741905
1aid,-115.028,-7.32,-6.61,-9.2135115909,-8.63858,-105.8807131,-10.48597251,-9.284023095,-8.952450842,-9.574148817,-6.659076089
1egh,-55.402,-8.97,-10.43,-5.6769847624,-3.7364,-21.09522766,-7.045910385,-6.548552004,-6.479474452,-6.68670711,-7.874841018
1h0a,-76.364,-8.83,-16.69,-7.1588688019,-6.21684,-65.17745691,-8.786664715,-7.847209997,-7.943918571,-8.192597761,-7.515637744
1hxb,-225.016,-12.56,-11.86,-11.0707433997,-11.67487,-145.309412,-13.66353994,-11.97804765,-12.42014399,-12.68263869,-13.70498647
1onz,-120.159,-8.36,-15.24,-7.8375579155,-9.23842,-76.04615487,-9.864274538,-9.035343905,-9.242576563,-9.380731669,-7.045910385
1dzk,-57.906,-6.07,-5.31,-7.4806378909,-5.0039,-57.30547637,-7.059725895,-6.990648342,-6.963017321,-7.004463853,-8.42746144
1ony,-163.044,-8.65,-11.32,-8.549611757,-8.07171,-104.9643976,-9.753750454,-9.505071264,-9.353100648,-9.532702285,-9.353100648
1w4p,-107.863,-9.89,-10.04,-5.5408628867,-6.08041,-73.47379566,-7.943918571,-7.529453254,-7.557084275,-7.68142387,-6.548552005
1w4q,-106.519,-9.42,-11.05,-5.5748010832,-6.42853,-79.66525683,-8.095889187,-7.639977339,-7.639977339,-7.791947955,-7.266958554
1nfw,-148.373,-7.36,-6.35,-11.1130272226,-9.79338,-66.60034794,-9.325469627,-9.145867989,-9.021528394,-9.1596835,-12.37869746
1nfu,-154.922,-9.17,-9.69,-10.9907337047,-9.86982,-68.68072314,-10.16821577,-9.960983112,-9.643226369,-9.919536581,-10.69320517
1lbf,-110.529,-8.27,-11.36,-7.7133777262,-7.43794,-77.39937973,-9.712303922,-9.021528394,-8.772849204,-9.1596835,-10.84517579
4rsk,-92.124,-7.79,-8.41,-5.2443396626,-5.75171,-56.3284608,-7.41892917,-7.101172427,-7.018279363,-7.18406549,-5.968300561
1fhd,-106.088,-7.82,-8.8,-6.7400203859,-7.88643,-59.02786836,-8.524170014,-7.985365103,-7.943918571,-8.151151229,-9.422178201
1z6e,-203.687,-8.55,-2.98,-11.5263522992,-11.10612,-41.270516,-10.37544843,-10.32018639,-10.12676924,-10.27873986,-13.42867626
1nfx,-158.457,-7.64,-7.81,-10.9665699162,-9.88077,-63.08159654,-9.256392074,-9.353100648,-9.145867989,-9.242576563,-11.770815
1z6s,-69.95,-7.4,-7.25,-6.3814350725,-5.86915,-50.31970037,-7.68142387,-7.225512022,-7.114987937,-7.336036106,-5.995931582
1wcq,-91.338,-7.36,-10.32,-6.9830219625,-6.99687,-82.4526118,-8.040627145,-7.66760836,-7.695239381,-7.805763465,-8.648509609
1g4o,-83.76,-6.31,-5.48,-9.6620195038,-6.23838,-56.66225106,-8.772849204,-7.653792849,-7.557084275,-7.999180613,-11.39779621
1g4j,-84.976,-6.12,-5.07,-10.2744823753,-6.33425,-53.96787933,-7.971549592,-7.363667127,-7.253143043,-7.529453254,-12.01949419
1bp0,-90.231,-9.83,-10.23,-6.919459393,-7.32468,-66.23986963,-8.358383888,-7.653792849,-7.750501423,-7.91628755,-7.460375701
1m9n,-162.933,-12.58,-19.76,-7.4082846913,-10.43432,-109.7286943,-9.974798623,-9.242576563,-9.256392074,-9.491255753,-9.560333306
1f3e,-69.089,-10.61,-10.53,-6.9154168888,-7.67158,-63.24326898,-8.068258166,-7.584715296,-7.211696511,-7.626161828,-9.256392074
4fiv,-303.404,-17.09,-14.85,-10.1988376568,-11.81458,-214.6154825,-15.36284774,-14.28523792,-14.31286894,-14.64444119,-9.007712884
1uz4,-73.862,-9.72,-10.21,-7.2430205349,-6.51475,-65.90157787,-7.349851617,-7.004463853,-6.824862216,-7.059725895,-4.69727359
1nh0,-251.998,-14.59,-14.78,-11.2607699354,-9.68536,-137.5724348,-12.13001827,-11.88133908,-11.49450478,-11.83989255,-13.45630728
1mes,-217.008,-12.46,-13.83,-12.3490218717,-11.27055,-122.3378337,-12.80697829,-11.48068927,-10.92806885,-11.74318397,-10.63794313
1g3b,-84.225,-10.32,-11.26,-6.717235234,-5.28371,-31.4318029,-8.399830419,-7.93010306,-8.026811634,-8.123520208,-7.93010306
1g3e,-91.942,-7.95,-11.14,-6.9179636217,-6.53093,-33.41753098,-8.206413271,-7.833394486,-8.123520208,-8.054442655,-7.43274468
1g3d,-83.576,-7.96,-9.66,-6.7406651557,-6.52066,-40.02008784,-8.261675314,-7.736685912,-7.91628755,-7.971549592,-7.66760836
2g00,-192.431,-10.47,-11.51,-12.1431121503,-12.51422,-31.00991535,-11.97804765,-11.72936846,-10.98333089,-11.56358234,-13.45630728
5std,-134.123,-11,-8.85,-10.1814724229,-13.34954,-111.740361,-11.770815,-11.81226153,-10.15440026,-11.24582559,-14.49247058
1g36,-145.12,-10.37,-10.42,-10.153722064,-9.45289,-69.507706,-9.560333306,-9.187314521,-9.228761053,-9.325469627,-9.90572107
1k4h,-106.656,-11.18,-11.15,-8.3481691596,-8.01635,-92.09885036,-8.869557778,-8.372199398,-8.151151229,-8.468907972,-7.059725895
1pro,-240.758,-11.96,-13.85,-11.9367164495,-11.11919,-124.2421224,-12.1714648,-11.42542723,-10.70702068,-11.43924274,-15.61152693
1n1m,-81.972,-8.09,-8.63,-7.4158283341,-6.27533,-71.03825658,-7.91628755,-7.349851617,-7.529453254,-7.598530807,-7.874841018
1lor,-112.781,-11.27,-14.13,-6.9533068222,-9.16771,-64.45632297,-9.546517796,-8.800480225,-8.828111247,-9.062974926,-15.27995468
1kyv,-120.05,-10.9,-12,-7.4725265208,-8.82754,-103.1118655,-9.380731669,-8.607063078,-8.966266352,-8.993897373,-8.17878225
2bjm,-74.039,-7.16,-7.03,-6.7105975003,-8.89653,-54.85227076,-9.228761053,-8.92481982,-7.902472039,-8.689956141,-5.111738906
1g48,-68.868,-5.49,-4.68,-9.3656000007,-5.82207,-53.42320539,-8.399830419,-7.128803448,-7.087356916,-7.543268765,-11.61884438
1g45,-81.974,-6.28,-5.4,-10.0882345564,-6.18733,-58.65182227,-8.620878588,-7.653792849,-7.570899786,-7.957734081,-11.93660112
1nf8,-104.666,-10.9,-13.28,-7.5091193713,-8.83071,-78.45194733,-8.67614063,-8.565616546,-8.206413271,-8.482723483,-10.80372926
1fao,-106.679,-7.89,-12.9,-7.5514801519,-5.22699,-61.83818664,-8.634694099,-7.847209997,-7.861025507,-8.109704698,-10.18203128
2h4g,-106.213,-7.97,-10.01,-7.2557117554,-6.8327,-80.03361076,-9.449809222,-8.17878225,-8.109704698,-8.579432057,-9.007712884
1tni,-62.334,-5.2,-5.8,-6.001330265,-2.89459,-13.72410035,-6.617629557,-6.410396899,-6.617629557,-6.548552004,-5.526204223
1iih,-43.012,-7.54,-6.16,-5.8824902152,-3.92131,-18.59882851,-7.114987937,-6.700522621,-6.576183026,-6.797231195,-3.992682551
2ypi,-51.809,-7.43,-5.83,-5.8794556363,-3.33212,-20.57509846,-6.838677726,-6.368950367,-6.286057304,-6.493289962,-6.659076089
1hos,-220.026,-10.36,-6.97,-11.1292523472,-9.22208,-104.5156766,-12.54448359,-11.35634968,-11.17674804,-11.70173744,-11.81226153
1f0r,-139.043,-7.58,-6.99,-10.4351610978,-9.29752,-56.75422956,-9.076790437,-9.463624732,-9.242576563,-9.256392074,-10.58268109
1rbo,-96.502,-7.32,-18.11,-7.6055795202,-6.18522,-86.99698423,-8.786664715,-8.068258166,-8.012996124,-8.289306335,-17.57332943
1joc,-67.487,-7.09,-9.56,-6.1497665271,-4.20453,-50.49442848,-7.045910385,-6.548552004,-6.479474452,-6.68670711,-6.382765878
1a1c,-122.424,-8.4,-12.02,-8.5238324907,-5.56902,-73.59488568,-9.035343905,-8.234044293,-8.275490824,-8.510354504,-8.841926757
1dfo,-161.311,-12.36,-13.9,-8.2876601251,-9.44602,-93.07050596,-10.87280681,-10.27873986,-9.726119433,-10.29255537,-9.256392074
1tcw,-119.974,-6.94,-7.55,-9.7902019301,-5.52886,-65.6979702,-10.26492434,-8.192597761,-8.372199398,-8.938635331,-8.316937356
2bpy,-221.448,-10.7,-9.78,-10.7362223229,-11.19165,-146.9085694,-12.26817338,-11.56358234,-11.89515459,-11.9089701,-10.22347781
1m0o,-120.173,-8.83,-9.17,-8.3411165973,-7.74008,-58.07556116,-10.11295373,-9.242576563,-9.739934943,-9.698488412,-3.191382939
1i80,-59.267,-7.4,-7.08,-7.705692368,-5.93487,-52.0235318,-7.253143043,-6.824862216,-6.769600173,-6.949201811,-8.855742268
1rbp,-143.354,-9.37,-11.73,-9.5069325242,-10.50112,-143.2765551,-10.32018639,-11.05240845,-10.34781741,-10.56886558,-9.284023095
1no6,-124.54,-9.18,-13.47,-8.3742278045,-9.46126,-73.09304638,-9.988614133,-9.104421458,-9.270207584,-9.449809222,-6.092640156
1g35,-244.998,-13.08,-12.45,-13.2361336363,-10.87776,-137.017179,-12.75171625,-11.56358234,-11.14911702,-11.82607704,-11.24582559
2hb1,-85.564,-8.36,-10.26,-6.9314947188,-5.51322,-70.20897761,-7.91628755,-7.211696511,-7.253143043,-7.460375701,-5.249894012
1tcx,-201.338,-10.59,-9.96,-10.8235548211,-10.25517,-134.9244731,-12.59974563,-11.31490315,-11.43924274,-11.78463051,-9.601779838
1ciz,-196.597,-7.14,-7.85,-10.2907819146,-10.12719,-59.47287911,-11.45305825,-10.92806885,-10.94188436,-11.10767049,-10.27873986
456c,-160.384,-7.92,-7.95,-9.3432905677,-8.77632,-59.30676028,-10.01624515,-9.435993711,-9.601779838,-9.684672901,-13.49775382
1gjd,-105.16,-9.35,-10.43,-8.1836021631,-8.45346,-69.09250963,-9.587964327,-8.607063078,-9.477440243,-9.228761053,-7.211696511
1gjb,-127.864,-10.03,-10.56,-9.475005859,-8.47253,-28.94465714,-9.076790437,-8.855742268,-9.380731669,-9.104421458,-8.772849204
1gjc,-124.847,-9.95,-10.41,-9.440746156,-8.47151,-22.05715197,-9.311654116,-8.717587162,-9.228761053,-9.090605947,-8.772849204
1ajv,-230.322,-10.08,-9.09,-13.4921944537,-10.77341,-117.9210557,-12.06094072,-11.09385498,-11.19056355,-11.45305825,-10.66557415
1gja,-100.766,-10.22,-11.27,-8.1080833588,-7.98797,-57.6288277,-8.468907972,-8.386014909,-8.869557778,-8.579432057,-7.488006722
1ajx,-214.59,-8.87,-9.87,-12.2499835421,-10.77111,-113.1747588,-12.42014399,-10.88662232,-10.78991375,-11.37016519,-10.92806885
1rpj,-93.674,-6.96,-10.95,-6.5736471142,-7.97443,-84.36934173,-8.482723483,-7.709054891,-7.778132444,-7.985365103,-8.952450842
1ody,-276.286,-15.08,-14.63,-11.5512415352,-10.92961,-172.8805078,-14.07800526,-12.46159052,-12.97276441,-13.16618156,-11.19056355
1fv0,-120.173,-6.36,-2.78,-8.5227432097,-9.13913,-25.86391037,-9.698488412,-8.786664715,-8.41364593,-8.966266352,-8.192597761
1zoh,-62.465,-5.37,-5.56,-8.5346997359,-6.937,-87.82372983,-8.841926757,-7.557084275,-7.902472039,-8.095889187,-9.670857391
2csn,-71.732,-8.29,-9.53,-7.4292036113,-6.12373,-69.80516892,-8.095889187,-7.653792849,-7.211696511,-7.653792849,-6.092640156
1ydk,-117.65,-7.98,-9.57,-8.6979751883,-5.18071,-96.19303975,-8.234044293,-7.584715296,-7.66760836,-7.833394486,-8.137335719
1ajn,-69.193,-8.13,-6.46,-7.347925994,-6.03654,-51.92751989,-8.012996124,-7.861025507,-7.41892917,-7.764316934,-3.633479277
1zog,-52.846,-5.74,-6.3,-8.6382129093,-6.51706,-91.69548299,-8.703771652,-7.41892917,-7.874841018,-7.999180613,-9.878090049
1mmq,-160.313,-7.76,-9.36,-8.6403722,-7.90035,-99.79017566,-9.505071264,-8.841926757,-9.297838606,-9.214945542,-10.38926394
1p1n,-92.018,-8.23,-6.59,-8.7832188955,-7.55423,-60.03998122,-8.123520208,-7.805763465,-7.874841018,-7.93010306,-9.394547179
1p1o,-90.852,-9.58,-8.58,-7.1836546946,-7.89615,-63.04336351,-8.054442655,-7.501822233,-7.43274468,-7.66760836,-7.957734081
2aod,-265.132,-15.02,-16.56,-9.718193913,-8.39856,-210.9474209,-12.39251297,-11.54976683,-11.35634968,-11.770815,-7.819578976
1hxw,-228.126,-13.06,-12.5,-11.6722334988,-9.52515,-155.759623,-11.89515459,-11.10767049,-10.80372926,-11.27345662,-14.94838242
1ocq,-93.13,-7.62,-11.64,-7.1343090435,-7.22339,-73.65856808,-7.874841018,-7.529453254,-7.322220596,-7.570899786,-7.17024998
1h46,-104.75,-4.78,-4.01,-9.0048040773,-7.70927,14.45733019,-8.303121845,-8.303121845,-8.537985525,-8.386014909,-4.932137269
7std,-106.568,-8.76,-10.05,-9.5353834151,-9.98264,-125.3764437,-10.52741905,-9.836643517,-9.643226369,-10.00242964,-14.81022732
1sld,-167.625,-12.84,-12.87,-10.5115909601,-11.13097,-138.0746107,-11.2596411,-10.66557415,-9.974798623,-10.63794313,-9.076790437
1sle,-151.699,-8.66,-11.07,-9.8963900055,-10.61698,-106.5826335,-10.52741905,-9.684672901,-9.767565964,-9.988614133,-8.524170014
1e6q,-66.423,-9.64,-13.83,-7.3094727909,-6.42388,-85.2876683,-7.764316934,-7.294589575,-7.239327532,-7.43274468,-4.351885826
1e6s,-74.711,-7.28,-9.08,-7.141124937,-6.84558,-38.89285174,-7.639977339,-7.17024998,-7.114987937,-7.308405085,-4.4485944
1od8,-101.026,-7.75,-9.12,-6.9631778676,-7.53046,-49.41280214,-8.040627145,-7.543268765,-7.460375701,-7.68142387,-7.045910385
1d4y,-173.106,-11.27,-11.47,-11.9109715079,-10.49903,-134.0685215,-12.10238725,-11.121486,-10.88662232,-11.37016519,-15.33521672
1ai4,-64.693,-8.43,-10.53,-7.6336799737,-5.62132,-39.11961008,-7.460375701,-7.336036106,-6.976832832,-7.253143043,-3.45387764
1gj6,-126.55,-9.12,-10.18,-8.3537170081,-9.23377,-46.98153262,-9.560333306,-9.214945542,-9.670857391,-9.477440243,-9.670857391
1gj7,-135.911,-9.33,-8.71,-8.8177963561,-8.95061,-25.73597217,-9.353100648,-9.132052479,-9.767565964,-9.422178201,-10.90043783
