ID,Lig_Strain_Energy,MMGBSA_dG_Bind_Coulomb,MMGBSA_dG_Bind_Covalent,MMGBSA_dG_Bind_Hbond,MMGBSA_dG_Bind_Lipo,MMGBSA_dG_Bind_Packing,MMGBSA_dG_Bind_Solv_GB,MMGBSA_dG_Bind_vdW,2.5_contacts,4.0_contacts,H_B_ligand,H_B_receptor,backbone_alpha,backbone_beta,backbone_other,hydrophobic,pi-cation,pi-pi,pi-t,rotable_bonds,salt_bridge,sidechain_alpha,sidechain_beta,sidechain_other,Exp_energy
1kjr,7.71438585,-28.26765152,-1.198959947,-6.461692528,-22.7793179,-2.229177095,18.77669483,-36.50216291,14,262,0,2,5,4,0,1,0,0,15,14,0,0,266,8,-8.372199398
1kmy,2.175016855,-19.281093,3.015699783,-1.553172515,-20.58083782,-3.30175884,15.42284249,-33.08373719,5,195,0,0,1,1,0,2,1,1,33,3,0,0,163,37,-7.045910385
1koj,6.127324794,-157.0562386,4.144143615,-10.39907267,-12.99640938,0,138.0877581,-21.47850971,26,321,0,6,3,13,59,0,0,0,2,10,2,87,14,181,-9.256392074
1ksn,6.595285432,-184.6168816,2.502042147,-6.747493307,-40.89206971,-2.637863498,213.4290605,-59.6667925,8,287,0,6,3,1,80,0,2,0,46,10,0,0,24,185,-12.98657992
1kyv,12.37452071,32.41197928,-3.352034404,-3.450603682,-28.17174679,-11.79907097,-34.15517621,-54.59521281,14,317,0,35,4,4,11,1,5,0,38,9,0,84,63,138,-8.17878225
1kzk,7.231305795,-28.92855977,1.221067966,-2.532646938,-75.59031626,-0.054145886,41.30354922,-92.82834734,9,414,0,16,4,1,62,0,0,0,44,11,0,0,145,200,-14.35431547
1l83,0.042421955,-1.330671117,-0.0009283,0,-21.06230017,-5.72E-008,2.738306381,-20.00700409,0,103,6,0,0,0,0,0,0,0,24,0,0,91,0,6,-4.69727359
1laf,1.419698487,-100.1092263,1.375138118,-5.971102108,-22.83141889,0,52.0789403,-25.06496728,21,342,3,31,7,4,18,0,0,0,23,6,1,45,138,128,-10.84517579
1lag,1.625760934,-13.79431693,1.226674903,-4.355353487,-12.42223369,-0.506382476,1.586726437,-19.18239558,11,212,3,18,4,4,14,2,0,0,16,4,0,45,73,70,-8.703771652
1lah,2.639645036,-79.82952912,2.454973851,-5.273280559,-17.59802571,0,50.83655602,-16.85790707,16,250,2,20,6,4,16,1,0,0,23,6,3,44,83,101,-10.38926394
1lbf,1.649258266,-12.61856254,4.73341694,-15.41105263,-26.38385226,-0.349888796,6.471159155,-33.84059965,22,378,0,15,4,12,26,0,0,0,21,12,3,5,187,167,-10.84517579
1lee,4.082844006,-35.21702789,2.325671336,-1.926526931,-60.62098575,-0.62567899,57.32310275,-71.00341832,5,316,0,13,2,3,29,0,0,0,35,15,0,0,147,132,-10.69320517
1lf2,8.99832519,-39.68402746,3.886884759,-2.546216003,-58.40535473,-0.652549864,55.87479058,-67.8334336,7,351,0,4,3,3,49,0,0,0,46,15,0,0,112,193,-10.38926394
1lf9,15.24142041,-66.83297835,6.270075238,-5.69545806,-49.56770411,0,73.05178432,-56.32579082,21,343,0,0,5,5,39,0,0,0,34,22,1,69,53,203,-16.57861267
1lgt,1.055428136,-18.14173799,1.616735717,-1.910613959,-26.83401953,-3.114240493,21.79494523,-35.82955315,5,203,0,0,1,2,2,1,1,0,37,3,0,0,170,36,-8.42746144
1lgw,0.507082215,-6.042021058,-0.022784569,-0.745356308,-20.05679597,-0.000000013,3.824568673,-21.12683004,9,167,7,0,1,0,0,0,0,0,19,1,0,162,0,7,-5.526204223
1li2,0.211700981,-9.349843719,0.205217689,-0.246112028,-20.04193057,-0.000000004,6.194857925,-20.94645578,2,141,9,0,1,0,0,0,0,0,23,1,0,131,0,3,-5.581466265
1li3,1.214526315,-10.72061359,1.091218517,-0.458615614,-29.9826689,-0.000000135,4.868770717,-20.84070355,7,151,16,0,1,1,0,0,0,0,30,1,0,139,0,3,-5.871591987
1li6,0.203979615,-7.952407955,0.27123236,-0.236064298,-19.71737983,-0.000067,6.210897897,-17.81395555,2,106,8,0,1,0,0,0,0,0,17,0,0,98,0,2,-5.249894012
1lkk,13.82733489,-311.3738049,3.691188055,-23.24093631,-31.03297319,-0.24785043,294.7347306,-39.1488104,24,353,0,17,1,15,14,1,0,0,38,20,6,67,197,82,-9.463624732
1lkl,10.41105024,-306.4694847,1.12400968,-23.3872362,-13.578436,-0.371760185,288.1353586,-28.37076701,23,321,0,17,1,15,14,1,0,0,28,18,6,59,184,70,-8.026811634
1lor,1.000655556,22.69216144,1.297603686,-12.9599293,-18.74585001,0,-9.371368179,-47.36894061,22,339,0,14,3,10,11,0,0,0,9,7,1,18,132,186,-15.27995468
1lpg,5.507381372,-251.7170668,2.807666848,-6.463672461,-47.60484817,-5.266620644,296.3940432,-64.862909,6,313,0,12,3,0,75,4,1,0,61,11,0,0,73,159,-9.795196986
1lpk,12.77554767,-268.2900163,7.044455834,-8.136467892,-37.03175097,-2.53381491,298.1796791,-53.75305538,13,326,0,12,5,0,91,0,1,1,39,11,0,0,33,203,-10.43071047
1lpz,5.25875955,-163.8367555,0.425846636,-6.405544559,-47.41805064,-5.23753149,209.6602087,-58.49475592,7,258,0,11,3,0,61,0,2,2,50,7,0,0,37,156,-10.49978802
1lyb,15.10373773,38.29120979,0.922260075,-2.911297307,-78.40804977,0,-16.13703699,-85.58833487,13,338,0,11,4,3,53,0,0,0,27,24,0,0,118,169,-15.77731306
1lyx,2.183959144,-72.53243967,3.034218053,-9.428532717,-4.69083716,0,79.97713758,-14.03482604,10,172,0,16,0,8,22,0,0,0,5,3,3,0,39,105,-6.272241793
1lzq,16.55886106,-35.02264277,4.603509963,-3.575586581,-69.10522253,-0.570687211,62.75306532,-93.07878977,14,411,0,43,4,5,52,1,0,0,48,21,0,0,129,201,-11.59121336
1m0o,7.913555505,-159.2682284,8.232033002,-13.43374226,-24.27710465,-0.10048627,177.3984044,-46.62643696,17,285,15,0,0,9,16,0,0,0,22,8,3,28,32,211,-3.191382939
1m1b,0.986993831,42.3889193,0.221957838,-6.886482933,-3.64945623,0,1.062020568,-28.60223091,10,153,8,2,0,6,4,0,0,0,4,3,5,22,66,61,-6.43802792
1m2p,2.214144048,-1.702010028,0.837887187,-1.367524651,-25.61266129,-0.093443465,0.910925253,-42.57257865,2,229,0,4,0,2,11,0,0,0,33,3,0,2,122,92,-8.441276951
1m2r,2.107925694,-12.35606496,1.390455102,-1.021192197,-29.59771209,-0.389385536,8.185257618,-38.82719228,8,304,0,25,1,1,4,0,0,0,30,4,0,0,261,22,-8.92481982
1m2x,1.271365397,41.95932058,2.486721216,-1.490871639,-16.54372097,0,-12.56284546,-26.18883367,6,84,0,0,0,1,5,0,0,0,15,4,3,1,0,84,-5.733436882
1m5w,6.558755473,-34.88390873,6.922987225,-13.33619418,-13.70015056,0,33.42093807,-19.12223394,15,214,0,8,1,8,12,0,0,0,6,7,4,16,102,91,-5.899223008
1m9n,11.33064373,-151.123426,3.396200189,-12.72747095,-15.53470627,-0.000508557,110.7807844,-44.51956716,21,398,33,24,4,13,48,1,0,0,12,6,2,68,40,206,-9.560333306
1mai,-0.544375092,-350.6734015,3.510550164,-27.77700424,-5.314007458,0,322.3367932,-19.54251709,21,251,0,0,0,13,14,0,0,0,5,9,7,0,175,83,-9.228761053
1mes,17.05864757,-39.88883183,5.429471914,-3.487623858,-60.07537023,-0.000198728,44.65827186,-68.9735528,10,356,0,14,2,4,49,0,0,0,36,14,0,0,99,204,-10.63794313
1met,15.75701799,-39.64261704,4.705740339,-4.187146994,-63.15109414,-0.446340713,47.4099354,-75.10069481,12,393,0,17,3,3,48,0,0,1,50,14,0,0,136,204,-12.98657992
1meu,17.36035369,-37.4300338,4.471913858,-3.481119586,-61.78386472,-0.802972358,42.90402505,-73.84062413,10,366,0,18,2,5,36,0,0,0,38,14,0,0,141,181,-8.42746144
1mfi,2.171952782,-63.03258058,1.863305171,-3.910865938,-30.17626137,-0.232344002,49.40525779,-30.05673473,6,221,0,23,1,2,0,0,0,1,35,3,1,0,136,68,-7.722870402
1mmq,6.910735801,-55.05736828,6.223677016,-1.492383668,-38.38157814,-0.213506059,34.02166336,-44.89067989,12,237,4,20,4,2,41,0,0,0,23,7,1,55,68,61,-10.38926394
1moq,6.338366768,-40.04270789,3.206228201,-8.160409153,-14.32349326,0,34.57282997,-24.74852788,22,229,8,8,3,10,50,0,0,0,2,7,1,54,14,117,-4.780166653
1mq5,4.771185795,-50.09279682,4.737952711,-0.291229293,-66.57684171,-2.238224774,93.83924176,-68.8011889,3,248,0,46,0,1,27,3,1,0,50,6,0,0,86,92,-12.4339595
1mrn,16.00035298,-93.98044741,15.57558318,-12.72705711,-32.31414026,-6.166940591,131.9828438,-89.89026902,17,453,11,2,2,8,4,2,2,0,42,20,8,267,42,144,-6.244610772
1mrs,12.07947427,144.1556677,7.186133554,-9.026825873,-26.50672343,-1.837225781,-102.6638604,-45.3168012,16,312,24,2,1,5,3,0,2,0,26,8,3,178,28,93,-5.470942181
1mrw,5.692741198,-20.8130538,-1.936574598,-2.397269832,-70.00418369,-0.074379176,42.19481058,-83.52493741,7,337,0,15,3,1,50,0,0,0,31,10,0,0,116,163,-13.40104524
1mrx,7.449567598,-24.90326586,1.29946111,-2.202044966,-69.61949646,-0.000124731,44.01070093,-82.95660519,6,336,0,11,3,1,54,0,0,0,35,10,0,0,111,166,-10.03006067
1msm,6.934365889,-27.63306458,0.31130297,-2.4147153,-77.86334866,-0.027197213,47.19051593,-91.85713416,6,396,0,15,4,1,57,0,0,0,42,11,0,0,156,174,-14.47865506
1msn,8.130421806,-23.6126847,-2.050061007,-2.457889151,-71.53994655,-0.05348245,44.61128322,-84.82381728,7,357,0,16,4,1,54,0,0,0,37,11,0,0,128,166,-12.5582991
1n1m,1.277527868,-119.5421695,1.004618976,-2.579345819,-24.94970593,0,103.5896982,-28.5613526,7,147,5,0,3,2,0,0,0,0,17,3,3,65,2,82,-7.874841018
1n3i,7.53188747,-60.25070678,6.509400929,-2.627078735,-35.22950325,-0.298110554,27.8765545,-42.29002313,11,276,1,35,5,3,0,0,0,1,24,5,0,41,99,111,-12.28198889
1n4h,4.182345848,-29.70349462,3.265737483,-4.739888922,-75.86753578,0,38.29109621,-57.3706826,4,189,4,1,0,4,8,0,0,0,23,5,2,123,7,50,-9.049159416
1n8v,2.315678345,2.333730989,2.088927267,-0.668147797,-68.60541426,0,13.98619872,-42.3560388,2,145,8,0,1,0,6,0,0,0,18,12,0,107,0,26,-8.330752867
1nc3,7.128720057,-38.87037218,7.473745235,-7.454234497,-35.34969469,-0.599558566,22.62523053,-46.8973256,14,319,0,28,5,3,24,0,0,0,21,6,0,50,94,137,-6.907755279
1nf8,1.812779037,-147.9562919,0.227423201,-11.27641969,-35.17935108,0,150.4987126,-34.7660206,11,229,7,0,1,7,10,0,0,0,34,5,3,64,35,124,-10.80372926
1nfu,13.10478878,-145.5783746,1.15291628,-1.736209641,-39.62415254,-1.170327743,174.0140955,-55.73867034,9,286,0,45,2,0,44,0,1,0,55,7,0,0,95,111,-10.69320517
1nfw,13.15028199,-40.27070597,0.659386651,-0.783459899,-44.77482767,-8.045991549,84.36924813,-57.75399767,3,202,0,30,0,2,26,0,2,2,42,5,0,2,55,92,-12.37869746
1nfx,22.71743537,-33.93676284,1.332754035,-0.197078288,-41.63319252,-5.148049981,77.64932477,-61.14859168,2,211,0,35,0,1,21,0,3,1,45,7,0,0,62,95,-11.770815
1nh0,17.07381308,-54.27488815,-0.571642801,-6.56398688,-60.25021068,-1.187556814,76.89167173,-91.61582124,12,469,0,35,5,6,57,0,0,0,36,23,1,0,166,223,-13.45630728
1njc,3.435916906,13.18156607,1.711720566,-18.37581409,-13.79816277,-0.064174622,-15.35528968,-26.71940326,13,239,2,9,3,8,0,0,0,0,7,6,4,19,112,110,-7.66760836
1njd,2.38116742,-15.02591596,1.919936827,-19.39362779,-13.46133069,-0.060891527,4.533085064,-31.61633501,17,255,1,9,3,10,0,0,0,0,6,5,4,19,95,148,-7.695239381
1nl9,9.934436319,-140.729644,0.937893436,-10.88902182,-30.01908096,-0.594006294,137.3192062,-52.48813379,17,286,13,1,2,11,17,0,2,0,29,12,1,94,12,166,-8.234044293
1nli,1.004982224,-31.60991951,0.869747631,-5.65923596,-5.28345119,-1.584614756,18.55259639,-20.96053084,8,182,1,14,3,3,18,0,2,0,19,1,0,88,62,7,-4.95976829
1no6,3.027098314,-146.5396275,2.934428113,-9.869384859,-17.13225415,-0.410843285,140.4054587,-42.48082345,15,243,11,1,0,11,15,1,0,0,24,4,2,79,11,141,-6.092640156
1nq7,6.388766155,-38.36785924,4.291242317,-4.881773532,-80.16824211,0,44.74753288,-61.11285827,5,197,3,1,0,4,9,0,0,0,27,6,2,131,9,49,-9.394547179
1nw4,3.713459392,-39.42176227,5.974960399,-4.633697769,-29.0618749,-0.242090405,32.80031823,-41.36112822,13,253,0,36,2,4,6,0,0,1,16,5,1,19,87,118,-12.53066808
1nwl,6.521230621,-103.1443817,3.02893531,-3.956208799,-23.00932253,-0.344745368,98.11901403,-37.39353458,8,189,12,0,2,3,17,0,0,0,14,11,0,59,11,98,-3.301907023
1nz7,11.5412401,-223.4955876,1.167621465,-18.34317333,-40.73654121,-0.351002637,209.8068004,-65.88197591,23,322,13,1,2,16,23,0,1,0,26,19,3,125,11,172,-9.836643517
1o0f,6.463177082,-147.925509,6.837567819,-15.51374834,-6.133771226,-3.56668355,143.9305256,-27.0091117,15,232,0,7,3,9,0,1,1,0,15,8,5,45,124,71,-7.322220596
1o0m,4.336980024,-106.2128937,2.782251381,-12.60635127,-10.93652428,-0.139434151,86.94755689,-33.89163142,12,224,0,30,1,8,0,0,0,0,7,6,4,48,125,33,-7.114987937
1o0n,1.862794298,-62.65540191,0.237291019,-9.580057047,-7.674803073,-0.070228691,54.84504073,-32.8168052,10,215,0,28,1,6,0,0,0,0,6,6,4,44,118,35,-5.650543818
1o0o,3.877257961,-151.4558427,2.864733871,-17.94312439,-2.979710379,-3.903078276,139.3727461,-24.08646483,13,191,0,11,0,7,0,1,2,0,6,8,5,50,73,70,-7.045910385
1o2h,7.133635818,-194.2643342,4.015267523,-2.766368921,-31.91424208,-0.645323231,243.4309992,-36.80671089,11,294,0,15,6,0,86,0,0,0,25,6,0,3,24,177,-9.90572107
1o2j,5.722524282,-193.8610921,2.94545074,-2.704295551,-26.73007424,-0.598965284,224.6349918,-36.85930443,11,241,0,14,4,1,59,0,0,1,24,7,0,0,30,149,-9.560333306
1o2k,6.82189932,-194.0967739,3.654700192,-2.649158471,-28.47516589,-0.555132354,233.643904,-39.20075838,12,279,0,15,5,1,82,0,0,0,22,7,0,2,25,167,-9.560333306
1o2n,7.357470268,-194.9372993,3.310089477,-2.667260645,-32.38288126,-1.669321896,230.4751917,-39.00174376,9,273,0,20,4,0,68,0,0,0,33,5,0,0,35,159,-8.41364593
1o2o,6.635026855,-192.8923976,5.205393103,-3.021597107,-25.38141724,-0.2595593,227.3598393,-36.63932276,13,264,0,17,5,0,67,0,0,0,24,7,0,0,38,155,-8.786664715
1o2q,5.682625387,-206.7012873,2.811120742,-2.872000526,-42.6867903,-1.778261506,250.3755164,-41.26154298,10,269,0,20,4,2,64,0,0,1,28,6,0,0,50,145,-10.61031211
1o2s,5.42243268,-217.1847299,2.664386509,-2.885206061,-15.92503933,-1.435891513,221.6197648,-23.05285698,12,211,0,13,4,1,60,0,0,0,18,4,0,0,30,120,-7.557084275
1o2w,4.682142946,-30.83304962,2.92481128,-3.317281519,-18.7637771,-0.883094373,63.86008628,-33.53802848,12,247,0,13,4,1,69,0,0,0,22,8,0,0,28,149,-8.082073676
1o2x,5.534393621,-29.15592671,4.003238546,-3.402043434,-19.3453556,-0.886489835,62.22474045,-32.0649235,14,247,0,12,4,1,72,0,0,0,19,8,0,0,30,147,-8.082073676
1o2z,9.60480541,-39.25980237,4.950070584,-3.576733931,-26.54013963,-0.968160265,101.9053487,-38.47502021,13,289,0,14,5,1,83,1,0,1,22,10,0,2,24,179,-8.441276951
1o30,9.292075731,-40.7200781,6.938413283,-3.487948522,-24.38992207,-0.230645952,85.20758842,-40.43224614,15,262,0,13,5,1,65,1,0,1,16,9,0,0,30,169,-9.353100648
1o33,5.296660493,-202.0896565,4.63864072,-2.492371227,-17.05032921,-1.844342307,214.5925371,-29.466672,11,236,0,13,3,0,72,0,0,1,19,4,0,0,31,131,-7.93010306
1o36,10.31402031,-43.51411127,6.226177226,-3.539242592,-25.42599891,-1.851408983,101.3987166,-40.78376066,1,10,0,0,0,0,4,0,0,0,0,9,0,0,0,7,-8.234044293
1o38,8.433664169,-280.0585554,3.622116008,-2.831005548,-24.99935667,-3.000228504,326.8115604,-35.46943593,11,277,0,14,3,0,82,1,0,1,35,8,0,1,27,164,-9.422178201
1o3d,7.101054536,-214.2048023,2.917253455,-2.779415451,-24.39200107,-3.003020131,266.8676358,-35.33347719,9,270,0,14,5,0,81,1,0,1,30,5,0,1,25,158,-9.850459028
1o3i,3.357980051,-192.2872689,2.108490526,-2.468597176,-23.98479946,-2.587898617,230.606431,-34.00862737,13,253,0,12,4,0,73,0,0,1,24,4,0,0,31,150,-10.08532271
1o3j,5.318757006,-211.1585173,3.355432898,-2.582083575,-19.60413026,-3.177622477,232.5223051,-31.87697724,13,246,0,12,3,0,72,0,0,0,24,4,0,0,31,144,-9.353100648
1o3k,5.310688495,-213.6665465,4.618716113,-2.804001612,-21.88962592,-0.465765769,220.8613757,-30.75464534,11,259,0,17,5,0,76,0,0,0,26,4,0,0,31,146,-9.353100648
1oar,1.282632056,-36.14555159,-0.18917167,-1.42353797,-26.67463609,-12.5168188,40.86121148,-37.98692369,2,250,0,0,0,1,1,0,9,0,60,3,0,0,236,15,-10.22347781
1oba,1.665477312,-23.77053535,1.052030822,0,-19.24099586,0,27.74110354,-15.3721265,0,44,0,0,0,0,5,4,0,0,15,3,0,0,38,1,-3.370984576
1ocq,2.317102109,-59.46314258,1.726106008,-6.632510299,-23.54813883,0,41.22086364,-26.96174599,21,223,0,0,5,6,22,2,0,0,10,10,2,0,109,113,-7.17024998
1od8,1.601641354,-39.70220574,0.90917163,-3.16122817,-16.82586095,0,39.18693497,-29.81961393,10,197,0,0,2,4,0,0,0,0,9,6,0,0,64,143,-7.045910385
1ody,20.72155316,-68.86457535,8.323667722,-5.883103132,-70.35133999,-0.66583074,59.52017829,-94.95950457,17,400,0,54,6,4,45,0,0,0,40,21,0,0,134,184,-11.19056355
1oe8,2.778038504,-61.46973821,1.81112923,-8.203379774,-13.99459704,0,45.18035756,-29.96570246,16,207,12,17,3,6,4,0,0,0,8,11,4,38,26,126,-7.626161828
1ofz,1.679508344,-25.23651622,-1.491975787,-3.606855653,-17.28497808,0,18.50849172,-16.39620602,6,114,0,0,2,3,0,0,0,0,12,4,0,0,120,0,-6.382765878
1ogg,5.37189635,-60.18282777,2.504636231,-2.380194753,-52.52807286,0,44.19916968,-63.22318966,10,279,8,0,3,4,15,0,0,0,23,16,0,10,149,107,-7.17024998
1ogx,0.784020555,-19.27948391,0.248061767,-1.265414355,-38.52240146,-0.599477657,12.35791346,-32.76051285,9,141,1,0,1,1,0,0,0,0,12,1,0,45,104,0,-8.41364593
1ohr,13.2170155,-27.85023448,1.920420013,-2.308820051,-69.84451713,-0.394426573,48.83070638,-78.73537663,7,291,0,8,3,1,38,0,0,0,33,12,2,0,97,155,-12.01949419
1oif,2.796612449,-26.78203638,0.367982593,-3.909153962,-18.60687444,0,44.0115708,-21.97847288,12,144,0,0,5,2,0,2,0,0,10,4,2,0,53,103,-10.66557415
1okl,2.61828126,-0.071557458,-0.198495879,-1.916321667,-16.44480307,-1.596251384,-5.376736882,-25.76705128,8,175,0,0,1,2,9,1,0,0,16,3,0,8,89,77,-8.330752867
1ony,8.493994321,-111.3235086,-1.297905044,-12.40530601,-27.48791068,-0.278655976,104.7425904,-56.91370156,24,311,13,1,2,11,19,0,0,0,28,16,2,102,12,188,-9.353100648
1onz,1.500427017,-147.7218127,1.194085907,-10.25911894,-15.1318395,-0.507269942,136.4279776,-40.04817731,18,249,12,1,0,12,14,1,1,0,18,5,1,85,13,142,-7.045910385
1os5,15.53274998,-6.239804831,-2.997727197,-1.031872587,-55.82555338,-2.142599305,24.30546497,-55.14996756,2,227,3,0,0,2,10,0,1,0,39,10,0,92,0,124,-9.463624732
1oss,3.176473823,-173.0679968,1.887435362,-6.536295995,-12.70803204,0,168.9506825,-21.70364209,5,157,0,10,3,0,59,0,0,0,15,2,0,0,21,72,-6.617629557
1ow4,1.541990135,3.840665322,0.374067408,-3.234268297,-36.98259036,-0.81758103,1.18828297,-42.88254843,4,211,4,0,0,1,0,0,0,0,29,3,2,203,0,8,-7.847209997
1owd,4.536863015,-215.0442156,4.079743455,-7.735893475,-29.77654935,-0.555369417,237.741605,-43.16285822,9,242,0,19,4,1,55,1,1,0,27,5,1,0,37,140,-11.32871866
1owe,3.657431733,-189.4458937,3.262341593,-7.74026918,-21.01173042,-0.345989668,192.9240182,-35.37908198,9,215,0,15,4,1,55,1,0,0,26,4,0,0,30,124,-8.565616546
1owh,4.294333135,-243.9153288,3.265595396,-8.750037951,-23.40210196,-0.100987283,252.2046146,-36.66763507,12,225,0,17,5,1,52,0,0,0,19,7,1,0,34,134,-10.22347781
1oyq,7.38929047,-228.2350101,4.604658786,-8.683601943,-36.79431639,-0.92388262,236.904213,-51.75733729,12,302,0,16,5,2,86,0,0,0,45,13,0,0,26,186,-9.615595348
1p1n,3.637209543,-118.9695509,2.89441124,-12.18452042,-25.15696867,0,124.0391352,-30.66248761,14,193,11,13,0,10,10,1,0,0,26,4,3,69,51,53,-9.394547179
1p1o,16.29786971,-51.21653409,13.42478648,-4.619960983,-12.05858505,-0.07057248,18.8652758,-27.36777327,16,283,8,26,2,7,4,0,0,0,17,4,2,89,108,64,-7.957734081
1p28,0.82490622,-15.61452537,-1.904642596,-0.341150975,-15.05066458,0,15.36542875,-14.80681473,4,69,0,0,0,1,0,0,0,0,5,2,0,69,0,4,-7.488006722
1pbk,17.9767395,-46.29777235,6.813509483,-2.756346151,-50.19601921,0,32.58212305,-60.92750092,9,260,0,0,3,3,33,0,0,0,24,9,0,10,89,137,-12.50303706
1pfu,1.597028636,0.932484023,1.885678973,-1.614801681,-27.08156582,0,0.569725517,-27.92231711,7,130,4,25,2,1,0,0,0,0,10,5,1,16,73,19,-3.757818872
1pgp,10.03049569,-189.1964013,2.586607704,-14.48975592,-6.94976802,0,183.6442057,-29.9904571,19,265,1,2,1,12,8,0,0,0,3,11,5,139,15,119,-7.874841018
1pot,2.987334314,-283.0605958,2.633341005,-2.659271006,-33.81952709,0,253.9705512,-25.79411182,13,251,0,1,5,0,26,4,0,0,38,9,4,22,112,103,-7.584715296
1ppc,7.549269642,-303.9017087,3.503506666,-8.292025304,-35.94779768,-0.003994795,302.4168413,-48.36906135,15,269,0,50,5,2,53,0,0,0,29,10,0,0,71,110,-8.510354504
1pph,10.01075803,-290.1098531,2.890530497,-7.91188171,-32.99417131,-0.00000144,293.9816075,-46.11522586,11,241,0,13,6,0,82,0,0,0,17,8,0,1,25,131,-8.17878225
1ppk,6.993794368,90.46570095,2.631922731,-2.717519209,-52.15840508,0,-60.36045998,-67.13729362,10,252,0,4,2,3,37,0,0,0,18,16,0,2,84,135,-10.58268109
1ppl,13.63784948,94.06937867,1.158731793,-2.887347863,-57.40136366,-0.0000104,-57.11453785,-75.10436407,10,289,0,2,2,4,41,0,0,0,20,18,0,15,96,145,-11.81226153
1pro,10.07870256,-34.3655374,3.524720301,-2.049370219,-61.54187313,-0.00000316,47.64170275,-77.45176157,6,387,0,20,2,4,41,0,0,0,44,13,0,0,123,209,-15.61152693
1ps3,1.288689837,-58.09991243,8.518787423,-4.537509746,-15.16667962,0,86.14679242,-23.17179309,14,192,0,0,8,1,14,0,0,0,15,5,0,8,0,184,-3.149936407
1px4,3.482112746,-24.39242638,3.161854153,-1.58414865,-28.47292358,0,71.56675283,-31.16884673,8,165,0,0,2,0,2,0,0,0,18,7,0,0,36,135,-4.46240991
1pyn,7.968786568,-142.4779764,1.158810673,-10.98832349,-31.14269443,-0.603133771,138.7070375,-54.34415188,21,338,12,2,2,12,24,0,0,0,34,19,2,141,19,161,-7.584715296
1pzi,9.583808458,-27.22130318,4.961987514,-3.122352931,-22.00801027,-0.861239857,24.8938593,-35.88928782,14,199,0,0,3,6,22,0,0,0,20,10,0,12,51,128,-5.830145456
1pzo,4.36577332,-7.996123786,3.518551794,-0.33428914,-39.19453765,-1.801986946,13.65135081,-38.82506866,1,182,0,21,0,2,2,1,0,0,20,5,0,24,113,23,-4.586749505
1pzp,1.971324537,-2.072726531,1.430495005,-0.242474874,-33.43100399,0,12.39719449,-40.12311068,0,182,26,0,0,0,1,0,0,0,30,6,0,98,39,18,-4.572933995
1q1g,3.408640619,-37.63343559,5.629359489,-3.121322551,-39.80412219,-0.235804926,36.91713333,-48.38479428,8,266,0,35,2,1,4,0,0,1,22,5,2,18,87,130,-11.83989255
1q91,7.886902544,-81.32599528,0.519384812,-9.265925949,-24.73478908,-2.631221171,85.02648562,-44.31054432,9,241,2,1,0,5,14,1,1,2,34,3,2,48,6,179,-5.733436882
1q95,5.396637247,-434.8971472,3.616440011,-30.27554086,-11.01722755,0,394.6937211,-19.94565377,27,297,14,0,0,20,4,0,0,0,8,6,11,90,42,174,-10.45834149
1qan,12.42867648,-40.14055503,4.871345722,-5.559760101,-32.36794586,0,36.04239925,-62.87565499,17,351,1,17,4,5,50,0,0,0,21,11,0,53,73,174,-6.18934873
1qaw,2.221487315,-27.40675907,2.160698186,-1.862929462,-23.54993722,-0.761626278,21.1187642,-28.81528422,9,236,0,27,4,4,33,1,0,1,17,4,0,0,96,89,-7.073541406
1qb1,10.99878621,-140.4614274,1.299422814,-8.071174042,-32.62879759,-0.223595986,170.2207999,-50.12438893,11,272,0,12,4,2,74,0,0,2,35,10,0,0,28,169,-9.353100648
1qbn,10.65543592,-127.8970236,2.517074045,-8.081962011,-25.37170099,-3.445206256,139.3297632,-47.41270241,12,285,0,10,6,2,83,0,0,0,32,9,0,0,29,175,-8.082073676
1qbo,12.98167187,-399.3245649,1.990517746,-7.808318059,-32.78371445,-0.531282395,398.5827855,-41.41951648,11,293,0,11,6,0,100,0,0,0,37,8,0,0,35,158,-10.69320517
1qbq,6.751242939,-142.0192193,4.277733939,-10.37200557,-40.92039501,0,147.7386824,-35.31002326,9,175,0,0,0,6,0,0,0,0,17,9,4,88,26,70,-11.46687376
1qbr,9.883457856,-46.00119061,-1.246308934,-4.293724888,-69.16809286,-0.048739173,51.23271702,-98.32569321,12,454,0,33,4,6,48,0,0,0,57,14,0,0,183,202,-14.60299466
1qbt,10.2135537,-56.37841489,1.781149424,-5.586762406,-66.62419348,-0.0000227,56.34330463,-104.1845515,16,526,0,39,5,6,51,0,0,0,63,14,0,0,244,208,-14.67207221
1qbu,6.739291669,-36.38248361,0.634115732,-3.223437211,-64.14543417,-0.000000173,40.28598639,-78.12468972,8,359,0,17,3,4,41,0,0,0,48,12,0,0,130,179,-14.14708281
1qft,1.895379938,-151.3406635,1.627322726,-1.783269019,-14.92044951,-0.779476657,150.8592487,-20.62401201,8,163,0,0,4,0,0,0,0,0,17,3,3,0,85,86,-12.11620276
1qhc,19.78508733,-191.5513905,7.413327763,-18.5442121,-11.67230837,-2.817545271,180.1226323,-46.62779351,21,409,1,31,3,10,0,0,1,0,17,16,8,92,191,115,-10.45834149
1qin,19.98261858,30.01510666,7.725328314,-6.292273997,-47.36926419,-0.168201036,-12.24273826,-55.45265244,15,332,0,0,2,10,13,0,0,0,35,14,5,14,207,113,-11.05240845
